,players,BOARDWALK_owner,PARK LANE_owner,THE ZOO_owner,AQUARIUM_owner,PET SHOP_owner,TOY SHOP_owner,ROLLER COASTER_owner,FERRIS WHEEL_owner,SWIMMING POOL_owner,GO-KARTS_owner,LIBRARY_owner,MUSEUM_owner,ICE CREAM PARLOUR_owner,BAKERY_owner,PIZZA HOUSE_owner,TACO TRUCK_owner,notes,draw_win%,Little_T_REX_cash,Little_T_REX_pos,Little_T_REX_in_jail,Little_T_REX_get_out_of_jail,Little_T_REX_chance_move,Little_T_REX_bankrupt,Little_T_REX_win%,Little_T_REX_power,Little_Penguin_cash,Little_Penguin_pos,Little_Penguin_in_jail,Little_Penguin_get_out_of_jail,Little_Penguin_chance_move,Little_Penguin_bankrupt,Little_Penguin_win%,Little_Penguin_power,Little_Scottie_cash,Little_Scottie_pos,Little_Scottie_in_jail,Little_Scottie_get_out_of_jail,Little_Scottie_chance_move,Little_Scottie_bankrupt,Little_Scottie_win%,Little_Scottie_power,Little_Ducky_cash,Little_Ducky_pos,Little_Ducky_in_jail,Little_Ducky_get_out_of_jail,Little_Ducky_chance_move,Little_Ducky_bankrupt,Little_Ducky_win%,Little_Ducky_power
0,4,,,,,,,,,,,,,,,,,Game start.,0.086,16,0,False,False,False,False,0.3156,16,16,0,False,False,False,False,0.248,16,16,0,False,False,False,False,0.1984,16,16,0,False,False,False,False,0.152,16
1,4,,,,,,,,,,,,,Little_Ducky,Little_T_REX,,,Little_T_REX purchased BAKERY from the Bank. Little_Penguin drew a chance card: GET OUT OF JAIL FREE. Little_Ducky purchased ICE CREAM PARLOUR from the Bank. ,0.0808,15,4,False,False,False,False,0.3188,16,16,3,False,True,False,False,0.1612,16,16,6,False,False,False,False,0.2364,16,15,5,False,False,False,False,0.2028,16
2,4,,,,,,,,,,Little_Ducky,,,Little_Ducky,Little_T_REX,,,Little_Ducky purchased GO-KARTS from the Bank. ,0.0716,15,6,False,False,False,False,0.1888,16,16,6,False,True,False,False,0.1336,16,16,12,False,False,False,False,0.2256,16,13,10,False,False,False,False,0.3804,16
3,4,,,,,,,,Little_Ducky,,Little_Ducky,,,Little_Ducky,Little_T_REX,,,Little_T_REX drew a chance card: GET OUT OF JAIL FREE. Little_Penguin paid Little_Ducky rent of 2. Little_Scottie went to jail by landing on a GO TO JAIL Space. Little_Ducky drew a chance card: FREE SPACE LIGHT BLUE RED. Little_Ducky's destination is FERRIS WHEEL. Little_Ducky purchased FERRIS WHEEL from the Bank. ,0.0708,15,9,False,True,False,False,0.138,16,14,10,False,True,False,False,0.1308,14,16,6,True,False,False,False,0.0528,16,14,13,False,False,False,False,0.6076,20
4,4,,,,,,,Little_Penguin,Little_Ducky,,Little_Ducky,,Little_Scottie,Little_Ducky,Little_T_REX,,,Little_T_REX paid Little_Ducky rent of 3. Little_Penguin purchased ROLLER COASTER from the Bank. Little_Scottie purchased MUSEUM from the Bank. Little_Ducky paid Little_Penguin rent of 3. ,0.0996,12,13,False,True,False,False,0.134,13,14,14,False,True,False,False,0.2616,17,13,7,False,False,False,False,0.0812,15,14,14,False,False,False,False,0.4236,20
5,4,,,,Little_T_REX,Little_Ducky,,Little_Penguin,Little_Ducky,,Little_Ducky,,Little_Scottie,Little_Ducky,Little_T_REX,,,Little_T_REX purchased AQUARIUM from the Bank. Little_Penguin drew a chance card: GET 2 FROM BANK. Little_Scottie paid Little_Ducky rent of 3. Little_Ducky purchased PET SHOP from the Bank. ,0.092,8,19,False,True,False,False,0.2196,13,16,15,False,True,False,False,0.0932,19,10,13,False,False,False,False,0.0296,12,14,17,False,False,False,False,0.5656,23
6,4,,,Little_Penguin,Little_T_REX,Little_Ducky,,Little_Penguin,Little_Ducky,Little_Scottie,Little_Ducky,,Little_Scottie,Little_Ducky,Little_T_REX,,,Little_Penguin purchased THE ZOO from the Bank. Little_Scottie drew a chance card: FREE SPACE ORANGE. Little_Scottie's destination is SWIMMING POOL. Little_Scottie purchased SWIMMING POOL from the Bank. Little_Ducky drew a chance card: GET OUT OF JAIL FREE. ,0.1176,10,0,False,True,False,False,0.0468,15,12,20,False,True,False,False,0.2596,19,10,11,False,False,False,False,0.0756,14,14,21,False,True,False,False,0.5004,23
7,4,Little_Ducky,,Little_Penguin,Little_T_REX,Little_Ducky,,Little_Penguin,Little_Ducky,Little_Scottie,Little_Ducky,,Little_Scottie,Little_Ducky,Little_T_REX,,,Little_T_REX drew a chance card: FREE SPACE RED. Little_T_REX's destination is FERRIS WHEEL. Little_T_REX paid Little_Ducky rent of 3. Little_Penguin drew a chance card: Little Ducky. Little_Scottie paid Little_Ducky rent of 3. Little_Ducky purchased BOARDWALK from the Bank. ,0.0748,7,13,False,True,False,False,0.0176,12,12,21,False,True,False,False,0.128,19,7,13,False,False,False,False,0.0172,11,15,23,False,True,False,False,0.7624,29
8,4,Little_Ducky,Little_Penguin,Little_Penguin,Little_T_REX,Little_Ducky,,Little_Penguin,Little_Ducky,Little_Scottie,Little_Ducky,,Little_Scottie,Little_Ducky,Little_T_REX,,,Little_T_REX paid Little_Ducky rent of 3. Little_Penguin purchased PARK LANE from the Bank. Little_Scottie paid Little_Ducky rent of 3. Little_Ducky drew a chance card: PAY 2 TO BANK. ,0.1092,4,17,False,True,False,False,0.0008,9,7,22,False,True,False,False,0.1836,19,4,17,False,False,False,False,0.0016,8,21,3,False,True,False,False,0.7048,35
9,4,Little_Ducky,Little_Penguin,Little_Penguin,Little_T_REX,Little_Ducky,,Little_Penguin,Little_Ducky,Little_Ducky,Little_Ducky,,Little_Scottie,Little_Ducky,Little_Penguin,,,Little_T_REX paid Little_Penguin $4.$-1 remaining. Little_T_REX sold BAKERY to Little_Penguin. Little_Penguin paid Little_Ducky rent of 5. Little_Scottie paid Little_Ducky $4.$-1 remaining. Little_Scottie sold SWIMMING POOL to Little_Ducky. Little_Ducky drew a chance card: MOVE FORWARD 1 OR TAKE ANOTHER. Little_Ducky picked a new card instead of moving forward. Little_Ducky drew a chance card: Little T-REX. ,0.0584,0,22,False,True,True,False,,4,6,23,False,True,False,False,0.0732,19,1,23,False,False,False,False,,3,29,9,False,True,False,False,0.8684,45
