,players,BOARDWALK_owner,PARK LANE_owner,THE ZOO_owner,AQUARIUM_owner,PET SHOP_owner,TOY SHOP_owner,ROLLER COASTER_owner,FERRIS WHEEL_owner,SWIMMING POOL_owner,GO-KARTS_owner,LIBRARY_owner,MUSEUM_owner,ICE CREAM PARLOUR_owner,BAKERY_owner,PIZZA HOUSE_owner,TACO TRUCK_owner,notes,draw_win%,Little_T_REX_cash,Little_T_REX_pos,Little_T_REX_in_jail,Little_T_REX_get_out_of_jail,Little_T_REX_chance_move,Little_T_REX_bankrupt,Little_T_REX_win%,Little_T_REX_power,Little_Penguin_cash,Little_Penguin_pos,Little_Penguin_in_jail,Little_Penguin_get_out_of_jail,Little_Penguin_chance_move,Little_Penguin_bankrupt,Little_Penguin_win%,Little_Penguin_power,Little_Scottie_cash,Little_Scottie_pos,Little_Scottie_in_jail,Little_Scottie_get_out_of_jail,Little_Scottie_chance_move,Little_Scottie_bankrupt,Little_Scottie_win%,Little_Scottie_power,Little_Ducky_cash,Little_Ducky_pos,Little_Ducky_in_jail,Little_Ducky_get_out_of_jail,Little_Ducky_chance_move,Little_Ducky_bankrupt,Little_Ducky_win%,Little_Ducky_power
0,4,,,,,,,,,,,,,,,,,Game start.,0.0864,16,0,False,False,False,False,0.3156,16,16,0,False,False,False,False,0.2484,16,16,0,False,False,False,False,0.1972,16,16,0,False,False,False,False,0.1524,16
1,4,Little_Ducky,,,,,,,,,Little_Penguin,,,Little_T_REX,,,,Little_T_REX purchased ICE CREAM PARLOUR from the Bank. Little_Penguin drew a chance card: ADVANCE TO GO KARTS. Little_Penguin purchased GO-KARTS from the Bank. Little_Scottie drew a chance card: Little Ducky. Little_Ducky purchased BOARDWALK from the Bank. ,0.0808,15,5,False,False,False,False,0.1816,16,14,10,False,False,False,False,0.4416,16,16,3,False,False,False,False,0.1036,16,11,23,False,False,False,False,0.1924,16
2,4,Little_Ducky,,,,,,,,,Little_Penguin,Little_Scottie,,Little_T_REX,,,,Little_T_REX drew a chance card: GET OUT OF JAIL FREE. Little_Scottie purchased LIBRARY from the Bank. ,0.0732,15,9,False,True,False,False,0.2104,16,14,12,False,False,False,False,0.3336,16,14,8,False,False,False,False,0.184,16,13,0,False,False,False,False,0.1988,18
3,4,Little_Ducky,,,,,,Little_Scottie,,,Little_Penguin,Little_Scottie,,Little_T_REX,Little_Ducky,,,Little_Penguin drew a chance card: MOVE FORWARD 1 OR TAKE ANOTHER. Little_Penguin picked a new card instead of moving forward. Little_Penguin drew a chance card: GET OUT OF JAIL FREE. Little_Scottie purchased ROLLER COASTER from the Bank. Little_Ducky purchased BAKERY from the Bank. ,0.1008,15,12,False,True,False,False,0.1292,16,14,15,False,True,False,False,0.2108,16,11,14,False,False,False,False,0.328,16,12,4,False,False,False,False,0.2312,18
4,4,Little_Ducky,,,Little_Penguin,,,Little_Scottie,Little_T_REX,,Little_Penguin,Little_Scottie,,Little_T_REX,Little_Ducky,,,Little_T_REX purchased FERRIS WHEEL from the Bank. Little_Penguin purchased AQUARIUM from the Bank. Little_Scottie went to jail by landing on a GO TO JAIL Space. ,0.0772,12,13,False,True,False,False,0.1628,16,10,19,False,True,False,False,0.3428,16,11,6,True,False,False,False,0.192,16,12,6,False,False,False,False,0.2252,18
5,4,Little_Ducky,Little_Penguin,,Little_Penguin,,,Little_Scottie,Little_T_REX,,Little_Penguin,Little_Scottie,,Little_T_REX,Little_Ducky,,,Little_T_REX paid Little_Penguin rent of 4. Little_Penguin purchased PARK LANE from the Bank. Little_Scottie paid Little_Penguin rent of 2. Little_Ducky paid Little_Penguin rent of 2. ,0.086,8,19,False,True,False,False,0.062,12,13,22,False,True,False,False,0.5536,24,8,10,False,False,False,False,0.1496,13,10,10,False,False,False,False,0.1488,16
6,4,Little_Ducky,Little_Penguin,,Little_Penguin,,Little_Ducky,Little_Scottie,Little_T_REX,,Little_Penguin,Little_Scottie,,Little_T_REX,Little_Ducky,,,Little_T_REX paid Little_Penguin rent of 5. Little_Scottie paid Little_T_REX rent of 3. Little_Ducky purchased TOY SHOP from the Bank. ,0.0844,6,22,False,True,False,False,0.0256,10,20,0,False,True,False,False,0.6176,31,5,13,False,False,False,False,0.0348,10,7,16,False,False,False,False,0.2376,16
7,4,Little_Ducky,Little_Penguin,Little_Ducky,Little_Penguin,Little_Scottie,Little_Ducky,Little_Scottie,Little_T_REX,,Little_Penguin,Little_Scottie,,Little_T_REX,Little_Ducky,,,Little_T_REX paid Little_Ducky rent of 5. Little_Penguin paid Little_Ducky rent of 1. Little_Scottie purchased PET SHOP from the Bank. Little_Ducky purchased THE ZOO from the Bank. ,0.1212,1,23,False,True,False,False,0.0048,5,19,4,False,True,False,False,0.3852,30,2,17,False,False,False,False,0.0504,10,9,20,False,False,False,False,0.4384,22
8,4,Little_Ducky,Little_Penguin,Little_Ducky,Little_Penguin,Little_Scottie,Little_Ducky,Little_Scottie,Little_T_REX,,Little_Penguin,Little_Ducky,Little_Penguin,Little_T_REX,Little_Ducky,,,Little_Penguin purchased MUSEUM from the Bank. Little_Scottie paid Little_Ducky $2.$-2 remaining. Little_Scottie sold LIBRARY to Little_Ducky. ,0.1272,3,5,False,True,False,False,0.0032,7,17,7,False,True,False,False,0.36,30,0,20,False,False,False,False,0.02,6,13,0,False,False,False,False,0.4896,28
9,4,Little_Ducky,Little_Penguin,Little_Ducky,Little_Penguin,Little_Scottie,Little_Ducky,Little_Scottie,Little_T_REX,Little_Penguin,Little_Penguin,Little_Ducky,Little_Penguin,Little_T_REX,Little_Ducky,,,Little_T_REX drew a chance card: GET OUT OF JAIL FREE. Little_Penguin purchased SWIMMING POOL from the Bank. Little_Ducky drew a chance card: GET OUT OF JAIL FREE. ,0.1252,3,9,False,True,False,False,0.002,7,15,11,False,True,False,False,0.5988,30,2,0,False,False,False,False,0.0168,8,13,3,False,True,False,False,0.2572,28
10,4,Little_Ducky,Little_Penguin,Little_Ducky,Little_Penguin,Little_Scottie,Little_Ducky,Little_Scottie,Little_T_REX,Little_Penguin,Little_Penguin,Little_Ducky,Little_Penguin,Little_T_REX,Little_Ducky,,,Little_Penguin paid Little_T_REX rent of 3. Little_Scottie paid Little_T_REX rent of 1. ,0.142,7,13,False,True,False,False,0.0056,11,12,13,False,True,False,False,0.5976,27,1,5,False,False,False,False,0.0008,7,13,4,False,True,False,False,0.254,28
11,4,Little_Ducky,Little_Penguin,Little_Ducky,Little_Penguin,Little_Scottie,Little_Ducky,Little_Scottie,Little_T_REX,Little_Penguin,Little_Penguin,Little_Ducky,Little_Penguin,Little_T_REX,Little_Ducky,,,Little_T_REX paid Little_Scottie rent of 3. Little_Penguin paid Little_Scottie rent of 3. Little_Scottie paid Little_Penguin rent of 4. Little_Ducky paid Little_T_REX rent of 1. ,0.1084,5,14,False,True,False,False,0.0008,9,13,17,False,True,False,False,0.5808,28,3,10,False,False,False,False,0.0024,9,12,5,False,True,False,False,0.3076,27
