,players,BOARDWALK_owner,PARK LANE_owner,THE ZOO_owner,AQUARIUM_owner,PET SHOP_owner,TOY SHOP_owner,ROLLER COASTER_owner,FERRIS WHEEL_owner,SWIMMING POOL_owner,GO-KARTS_owner,LIBRARY_owner,MUSEUM_owner,ICE CREAM PARLOUR_owner,BAKERY_owner,PIZZA HOUSE_owner,TACO TRUCK_owner,notes,draw_win%,Little_T_REX_cash,Little_T_REX_pos,Little_T_REX_in_jail,Little_T_REX_get_out_of_jail,Little_T_REX_chance_move,Little_T_REX_bankrupt,Little_T_REX_win%,Little_T_REX_power,Little_Penguin_cash,Little_Penguin_pos,Little_Penguin_in_jail,Little_Penguin_get_out_of_jail,Little_Penguin_chance_move,Little_Penguin_bankrupt,Little_Penguin_win%,Little_Penguin_power,Little_Scottie_cash,Little_Scottie_pos,Little_Scottie_in_jail,Little_Scottie_get_out_of_jail,Little_Scottie_chance_move,Little_Scottie_bankrupt,Little_Scottie_win%,Little_Scottie_power,Little_Ducky_cash,Little_Ducky_pos,Little_Ducky_in_jail,Little_Ducky_get_out_of_jail,Little_Ducky_chance_move,Little_Ducky_bankrupt,Little_Ducky_win%,Little_Ducky_power
0,4,,,,,,,,,,,,,,,,,Game start.,0.0856,16,0,False,False,False,False,0.3152,16,16,0,False,False,False,False,0.2496,16,16,0,False,False,False,False,0.1968,16,16,0,False,False,False,False,0.1528,16
1,4,,,,,,,,,,,,,Little_Ducky,,,,Little_Ducky purchased ICE CREAM PARLOUR from the Bank. ,0.0892,16,6,False,False,False,False,0.32,16,16,6,False,False,False,False,0.2312,16,16,6,False,False,False,False,0.1984,16,15,5,False,False,False,False,0.1612,16
2,4,,,,,,,,,Little_Penguin,,Little_T_REX,,Little_Ducky,,,,Little_T_REX purchased LIBRARY from the Bank. Little_Penguin purchased SWIMMING POOL from the Bank. ,0.0628,14,8,False,False,False,False,0.298,16,14,11,False,False,False,False,0.3724,16,16,12,False,False,False,False,0.1832,16,15,6,False,False,False,False,0.0836,16
3,4,,,,,Little_Scottie,,,,Little_Penguin,,Little_T_REX,,Little_Ducky,,,,Little_T_REX drew a chance card: GET OUT OF JAIL FREE. Little_Penguin drew a chance card: GET 2 FROM BANK. Little_Scottie purchased PET SHOP from the Bank. ,0.0708,14,9,False,True,False,False,0.2172,16,16,15,False,False,False,False,0.284,18,13,17,False,False,False,False,0.3216,16,15,12,False,False,False,False,0.1064,16
4,4,,,Little_Penguin,,Little_Scottie,Little_Scottie,Little_T_REX,,Little_Penguin,,Little_T_REX,,Little_Ducky,,,,Little_T_REX purchased ROLLER COASTER from the Bank. Little_Penguin purchased THE ZOO from the Bank. Little_Scottie drew a chance card: FREE SPACE BROWN YELLOW. Little_Scottie's destination is TOY SHOP. Little_Scottie purchased TOY SHOP from the Bank. Little_Ducky paid Little_Scottie rent of 6. ,0.0664,11,14,False,True,False,False,0.1104,16,12,20,False,False,False,False,0.2392,18,18,16,False,False,False,False,0.56,24,9,17,False,False,False,False,0.024,10
5,4,Little_Penguin,,Little_Penguin,Little_Ducky,Little_Scottie,Little_Scottie,Little_T_REX,,Little_Penguin,,Little_T_REX,,Little_Ducky,,,,Little_T_REX went to jail by landing on a GO TO JAIL Space. Little_Penguin purchased BOARDWALK from the Bank. Little_Scottie went to jail by landing on a GO TO JAIL Space. Little_Ducky purchased AQUARIUM from the Bank. ,0.0784,11,6,True,True,False,False,0.1364,16,7,23,False,False,False,False,0.3416,18,18,6,True,False,False,False,0.416,24,5,19,False,False,False,False,0.0276,10
6,4,Little_Penguin,,Little_Penguin,Little_Ducky,Little_Scottie,Little_Scottie,Little_T_REX,,Little_Penguin,Little_Scottie,Little_T_REX,Little_T_REX,Little_Ducky,,,,Little_T_REX used a GET_OUT_OF_JAIL_CARD card. Little_T_REX purchased MUSEUM from the Bank. Little_Penguin drew a chance card: PAY 2 TO BANK. Little_Scottie purchased GO-KARTS from the Bank. Little_Ducky paid Little_Penguin rent of 5. ,0.062,9,7,False,False,False,False,0.2572,16,12,3,False,False,False,False,0.1648,23,15,10,False,False,False,False,0.5116,23,0,23,False,False,False,False,0.0044,5
7,4,Little_Penguin,,Little_Penguin,Little_Ducky,Little_Scottie,Little_Scottie,Little_T_REX,,Little_Penguin,Little_Scottie,Little_T_REX,Little_T_REX,Little_Ducky,Little_Penguin,,,Little_T_REX paid Little_Scottie rent of 2. Little_Penguin purchased BAKERY from the Bank. Little_Scottie paid Little_T_REX rent of 3. ,0.0684,10,10,False,False,False,False,0.2228,17,11,4,False,False,False,False,0.2248,23,14,14,False,False,False,False,0.4808,22,2,0,False,False,False,False,0.0032,7
8,4,Little_Ducky,,Little_Penguin,Little_Ducky,Little_Scottie,Little_Scottie,Little_T_REX,,Little_Penguin,Little_Scottie,Little_T_REX,Little_T_REX,Little_Ducky,Little_Penguin,,,Little_T_REX paid Little_Scottie rent of 6. Little_Penguin drew a chance card: Little Ducky. Little_Scottie paid Little_Ducky rent of 4. Little_Ducky purchased BOARDWALK from Little_Penguin. ,0.0584,4,16,False,False,False,False,0.07,11,16,9,False,False,False,False,0.1128,23,16,19,False,False,False,False,0.6372,24,1,23,False,False,False,False,0.1216,11
9,4,Little_Ducky,Little_T_REX,Little_Penguin,Little_Ducky,Little_Scottie,Little_Scottie,Little_T_REX,,Little_Penguin,Little_Scottie,,Little_T_REX,Little_Ducky,Little_Penguin,,,Little_T_REX purchased PARK LANE from the Bank. Little_T_REX sold LIBRARY to BANK. Little_Scottie drew a chance card: Little Scottie. Little_Ducky paid Little_Penguin rent of 1. ,0.0504,1,22,False,False,False,False,0.0528,11,17,11,False,False,False,False,0.0432,24,16,21,False,False,True,False,0.8156,24,2,4,False,False,False,False,0.038,12
