,players,BOARDWALK_owner,PARK LANE_owner,THE ZOO_owner,AQUARIUM_owner,PET SHOP_owner,TOY SHOP_owner,ROLLER COASTER_owner,FERRIS WHEEL_owner,SWIMMING POOL_owner,GO-KARTS_owner,LIBRARY_owner,MUSEUM_owner,ICE CREAM PARLOUR_owner,BAKERY_owner,PIZZA HOUSE_owner,TACO TRUCK_owner,notes,draw_win%,Little_T_REX_cash,Little_T_REX_pos,Little_T_REX_in_jail,Little_T_REX_get_out_of_jail,Little_T_REX_chance_move,Little_T_REX_bankrupt,Little_T_REX_win%,Little_T_REX_power,Little_Penguin_cash,Little_Penguin_pos,Little_Penguin_in_jail,Little_Penguin_get_out_of_jail,Little_Penguin_chance_move,Little_Penguin_bankrupt,Little_Penguin_win%,Little_Penguin_power,Little_Scottie_cash,Little_Scottie_pos,Little_Scottie_in_jail,Little_Scottie_get_out_of_jail,Little_Scottie_chance_move,Little_Scottie_bankrupt,Little_Scottie_win%,Little_Scottie_power,Little_Ducky_cash,Little_Ducky_pos,Little_Ducky_in_jail,Little_Ducky_get_out_of_jail,Little_Ducky_chance_move,Little_Ducky_bankrupt,Little_Ducky_win%,Little_Ducky_power
0,4,,,,,,,,,,,,,,,,,Game start.,0.0864,16,0,False,False,False,False,0.316,16,16,0,False,False,False,False,0.2476,16,16,0,False,False,False,False,0.1972,16,16,0,False,False,False,False,0.1528,16
1,4,,,,,,,,,,,,,Little_T_REX,Little_Penguin,Little_Ducky,,Little_T_REX purchased ICE CREAM PARLOUR from the Bank. Little_Penguin purchased BAKERY from the Bank. Little_Ducky purchased PIZZA HOUSE from the Bank. ,0.0752,15,5,False,False,False,False,0.37,16,15,4,False,False,False,False,0.2312,16,16,6,False,False,False,False,0.2168,16,15,2,False,False,False,False,0.1068,16
2,4,,,,,,,,,,Little_T_REX,Little_Penguin,Little_Scottie,Little_T_REX,Little_Penguin,Little_Ducky,,Little_T_REX purchased GO-KARTS from the Bank. Little_Penguin purchased LIBRARY from the Bank. Little_Scottie purchased MUSEUM from the Bank. Little_Ducky drew a chance card: GET OUT OF JAIL FREE. ,0.0788,13,10,False,False,False,False,0.46,16,13,8,False,False,False,False,0.27,16,14,7,False,False,False,False,0.1424,16,15,3,False,True,False,False,0.0488,16
3,4,,,,,,,Little_Penguin,,Little_T_REX,Little_T_REX,Little_Penguin,Little_Scottie,Little_T_REX,Little_Penguin,Little_Ducky,,Little_T_REX purchased SWIMMING POOL from the Bank. Little_Penguin purchased ROLLER COASTER from the Bank. Little_Scottie paid Little_Penguin rent of 2. Little_Ducky paid Little_Penguin rent of 2. ,0.0604,11,11,False,False,False,False,0.466,16,14,14,False,False,False,False,0.3984,20,12,8,False,False,False,False,0.048,14,13,8,False,True,False,False,0.0272,14
4,4,,,Little_Penguin,,,,Little_Penguin,,Little_T_REX,Little_T_REX,Little_Penguin,Little_Scottie,Little_T_REX,Little_Penguin,Little_Ducky,,Little_T_REX drew a chance card: GET OUT OF JAIL FREE. Little_Penguin purchased THE ZOO from the Bank. Little_Scottie drew a chance card: GET OUT OF JAIL FREE. Little_Ducky paid Little_T_REX rent of 4. ,0.0636,15,15,False,True,False,False,0.36,20,10,20,False,False,False,False,0.4996,20,12,9,False,True,False,False,0.062,14,9,10,False,True,False,False,0.0148,10
5,4,,,Little_Penguin,,,Little_T_REX,Little_Penguin,,Little_T_REX,Little_T_REX,Little_Penguin,Little_Scottie,Little_T_REX,Little_Penguin,Little_Ducky,,Little_T_REX purchased TOY SHOP from the Bank. Little_Penguin drew a chance card: GET OUT OF JAIL FREE. Little_Scottie drew a chance card: GET OUT OF JAIL FREE. Little_Ducky paid Little_T_REX rent of 4. ,0.0792,16,16,False,True,False,False,0.552,24,10,21,False,True,False,False,0.3476,20,12,15,False,True,False,False,0.0204,14,5,11,False,True,False,False,0.0008,6
6,4,,,Little_Penguin,,,Little_T_REX,Little_Penguin,,Little_T_REX,Little_T_REX,Little_Penguin,Little_Scottie,Little_T_REX,Little_Penguin,Little_Ducky,,Little_T_REX paid Little_Penguin rent of 4. Little_Penguin drew a chance card: GET OUT OF JAIL FREE. Little_Scottie paid Little_Penguin rent of 4. Little_Ducky paid Little_T_REX rent of 3. ,0.0756,15,20,False,True,False,False,0.4556,23,20,3,False,True,False,False,0.4564,30,8,20,False,True,False,False,0.0124,10,2,16,False,True,False,False,,3
7,4,Little_T_REX,,Little_Penguin,,,Little_T_REX,Little_Penguin,,Little_T_REX,Little_T_REX,Little_Penguin,Little_Scottie,Little_T_REX,Little_Penguin,Little_Ducky,Little_Scottie,Little_T_REX drew a chance card: ADVANCE TO BOARDWALK. Little_T_REX purchased BOARDWALK from the Bank. Little_Scottie purchased TACO TRUCK from the Bank. Little_Ducky drew a chance card: GET OUT OF JAIL FREE. ,0.0812,10,23,False,True,False,False,0.5396,23,20,4,False,True,False,False,0.3788,30,9,1,False,True,False,False,0.0004,12,2,21,False,True,False,False,,3
8,4,Little_T_REX,,Little_Penguin,,,Little_T_REX,Little_Penguin,,Little_T_REX,Little_T_REX,Little_Penguin,Little_Scottie,Little_T_REX,Little_Penguin,Little_Ducky,Little_Scottie,Little_Penguin drew a chance card: GET OUT OF JAIL FREE. Little_Scottie paid Little_T_REX rent of 1. Little_Ducky paid Little_Scottie rent of 1. ,0.0736,13,5,False,True,False,False,0.5532,26,20,9,False,True,False,False,0.3708,30,9,5,False,True,False,False,0.0024,12,3,1,False,True,False,False,,4
9,4,Little_T_REX,,Little_Penguin,,,Little_T_REX,Little_Penguin,,Little_T_REX,Little_T_REX,Little_Penguin,Little_Scottie,Little_T_REX,Little_Penguin,Little_Ducky,Little_Scottie,Little_T_REX paid Little_Penguin rent of 2. Little_Scottie paid Little_T_REX rent of 4. Little_Ducky paid Little_Scottie rent of 2. ,0.086,15,8,False,True,False,False,0.5736,28,22,12,False,True,False,False,0.338,32,7,11,False,True,False,False,0.0024,10,1,7,False,True,False,False,,2
10,4,Little_T_REX,,Little_Penguin,,,Little_T_REX,Little_Penguin,,Little_T_REX,Little_T_REX,Little_Penguin,Little_Scottie,Little_T_REX,Little_Penguin,,Little_Scottie,Little_T_REX paid Little_Penguin rent of 3. Little_Penguin paid Little_T_REX rent of 3. Little_Scottie paid Little_T_REX rent of 3. Little_Ducky purchased FERRIS WHEEL from the Bank. Little_Ducky sold PIZZA HOUSE to BANK. Little_Ducky is bankrupt. ,0.0944,18,14,False,True,False,False,0.5784,31,22,16,False,True,False,False,0.3272,32,4,16,False,True,False,False,,7,-1,13,False,True,False,True,,-1
