,players,BOARDWALK_owner,PARK LANE_owner,THE ZOO_owner,AQUARIUM_owner,PET SHOP_owner,TOY SHOP_owner,ROLLER COASTER_owner,FERRIS WHEEL_owner,SWIMMING POOL_owner,GO-KARTS_owner,LIBRARY_owner,MUSEUM_owner,ICE CREAM PARLOUR_owner,BAKERY_owner,PIZZA HOUSE_owner,TACO TRUCK_owner,notes,draw_win%,Little_T_REX_cash,Little_T_REX_pos,Little_T_REX_in_jail,Little_T_REX_get_out_of_jail,Little_T_REX_chance_move,Little_T_REX_bankrupt,Little_T_REX_win%,Little_T_REX_power,Little_Penguin_cash,Little_Penguin_pos,Little_Penguin_in_jail,Little_Penguin_get_out_of_jail,Little_Penguin_chance_move,Little_Penguin_bankrupt,Little_Penguin_win%,Little_Penguin_power,Little_Scottie_cash,Little_Scottie_pos,Little_Scottie_in_jail,Little_Scottie_get_out_of_jail,Little_Scottie_chance_move,Little_Scottie_bankrupt,Little_Scottie_win%,Little_Scottie_power,Little_Ducky_cash,Little_Ducky_pos,Little_Ducky_in_jail,Little_Ducky_get_out_of_jail,Little_Ducky_chance_move,Little_Ducky_bankrupt,Little_Ducky_win%,Little_Ducky_power
0,4,,,,,,,,,,,,,,,,,Game start.,0.0864,16,0,False,False,False,False,0.3164,16,16,0,False,False,False,False,0.2476,16,16,0,False,False,False,False,0.1972,16,16,0,False,False,False,False,0.1524,16
1,4,,,,,,,,,,,,,Little_Ducky,,,Little_Penguin,Little_Penguin purchased TACO TRUCK from the Bank. Little_Ducky purchased ICE CREAM PARLOUR from the Bank. ,0.074,16,6,False,False,False,False,0.3324,16,15,1,False,False,False,False,0.128,16,16,6,False,False,False,False,0.2532,16,15,5,False,False,False,False,0.2124,16
2,4,,,,Little_Ducky,,,,,,,Little_T_REX,Little_Scottie,Little_Ducky,,,Little_Penguin,Little_T_REX purchased LIBRARY from the Bank. Little_Scottie purchased MUSEUM from the Bank. Little_Ducky drew a chance card: FREE SPACE ORANGE GREEN. Little_Ducky's destination is AQUARIUM. Little_Ducky purchased AQUARIUM from the Bank. ,0.0668,14,8,False,False,False,False,0.284,16,15,6,False,False,False,False,0.1296,16,14,7,False,False,False,False,0.168,16,11,19,False,False,False,False,0.3516,16
3,4,Little_Ducky,,,Little_Ducky,,,Little_T_REX,,,Little_Penguin,Little_T_REX,Little_Scottie,Little_Ducky,,,Little_Penguin,Little_T_REX purchased ROLLER COASTER from the Bank. Little_Penguin purchased GO-KARTS from the Bank. Little_Scottie paid Little_Penguin rent of 2. Little_Ducky purchased BOARDWALK from the Bank. ,0.0768,11,14,False,False,False,False,0.3052,16,15,10,False,False,False,False,0.1956,18,12,10,False,False,False,False,0.074,14,6,23,False,False,False,False,0.3484,16
4,4,Little_Ducky,,,Little_Ducky,Little_T_REX,,Little_T_REX,,,Little_Penguin,Little_T_REX,Little_Scottie,Little_Ducky,Little_Ducky,,Little_Penguin,Little_T_REX purchased PET SHOP from the Bank. Little_Ducky purchased BAKERY from the Bank. ,0.0684,8,17,False,False,False,False,0.3688,16,15,12,False,False,False,False,0.096,18,12,12,False,False,False,False,0.036,14,7,4,False,False,False,False,0.4308,18
5,4,Little_Ducky,,,Little_Ducky,Little_T_REX,,Little_T_REX,Little_Scottie,,Little_Penguin,Little_T_REX,Little_Scottie,Little_Ducky,Little_Ducky,,Little_Penguin,Little_T_REX paid Little_Ducky rent of 4. Little_Penguin drew a chance card: GET OUT OF JAIL FREE. Little_Scottie purchased FERRIS WHEEL from the Bank. Little_Ducky drew a chance card: Little Penguin. ,0.0836,4,19,False,False,False,False,0.226,12,15,15,False,True,True,False,0.2744,18,9,13,False,False,False,False,0.1044,14,11,9,False,False,False,False,0.3116,22
6,4,Little_Penguin,Little_T_REX,,Little_Ducky,Little_T_REX,,Little_T_REX,Little_Scottie,,Little_Penguin,,Little_Scottie,Little_Ducky,Little_Ducky,,Little_Penguin,Little_T_REX purchased PARK LANE from the Bank. Little_T_REX sold LIBRARY to BANK. Little_Penguin purchased BOARDWALK from Little_Ducky. Little_Scottie went to jail by landing on a GO TO JAIL Space. ,0.07,1,22,False,False,False,False,0.2084,12,10,23,False,True,False,False,0.3056,18,9,6,True,False,False,False,0.174,14,16,12,False,False,False,False,0.242,22
7,4,Little_Penguin,Little_T_REX,,Little_Ducky,Little_T_REX,Little_Ducky,Little_T_REX,Little_Scottie,,Little_Penguin,,Little_Scottie,Little_Ducky,Little_Ducky,Little_T_REX,Little_Penguin,Little_T_REX purchased PIZZA HOUSE from the Bank. Little_Penguin drew a chance card: GET 1 FROM EVERYONE. Little_Ducky purchased TOY SHOP from the Bank. ,0.0784,2,2,False,False,False,False,0.2392,14,12,3,False,True,False,False,0.2012,20,8,7,False,False,False,False,0.0976,13,13,16,False,False,False,False,0.3836,22
8,4,Little_Penguin,Little_T_REX,,Little_Ducky,Little_T_REX,Little_Ducky,Little_T_REX,Little_Scottie,,Little_Penguin,Little_Penguin,Little_Scottie,Little_Ducky,Little_Ducky,Little_T_REX,Little_Penguin,Little_Penguin purchased LIBRARY from the Bank. Little_Scottie drew a chance card: FREE SPACE LIGHT BLUE. Little_Scottie's destination is BAKERY. Little_Scottie paid Little_Ducky rent of 2. Little_Ducky paid Little_T_REX rent of 3. ,0.0944,5,6,False,False,False,False,0.3104,17,10,8,False,True,False,False,0.2608,20,8,4,False,False,False,False,0.0148,13,12,17,False,False,False,False,0.3196,21
9,4,Little_Penguin,Little_T_REX,Little_Ducky,Little_Ducky,Little_T_REX,Little_Ducky,Little_T_REX,Little_Scottie,,Little_Penguin,Little_Penguin,Little_Scottie,Little_Ducky,Little_Ducky,Little_T_REX,Little_Penguin,Little_T_REX drew a chance card: FREE SPACE PINK DARK BLUE. Little_T_REX's destination is PARK LANE. Little_Scottie paid Little_Ducky rent of 2. Little_Ducky purchased THE ZOO from the Bank. ,0.0596,5,22,False,False,False,False,0.0968,17,10,10,False,True,False,False,0.0728,20,6,5,False,False,False,False,0.0036,11,10,20,False,False,False,False,0.7672,23
