,players,BOARDWALK_owner,PARK LANE_owner,THE ZOO_owner,AQUARIUM_owner,PET SHOP_owner,TOY SHOP_owner,ROLLER COASTER_owner,FERRIS WHEEL_owner,SWIMMING POOL_owner,GO-KARTS_owner,LIBRARY_owner,MUSEUM_owner,ICE CREAM PARLOUR_owner,BAKERY_owner,PIZZA HOUSE_owner,TACO TRUCK_owner,notes,draw_win%,Little_T_REX_cash,Little_T_REX_pos,Little_T_REX_in_jail,Little_T_REX_get_out_of_jail,Little_T_REX_chance_move,Little_T_REX_bankrupt,Little_T_REX_win%,Little_T_REX_power,Little_Penguin_cash,Little_Penguin_pos,Little_Penguin_in_jail,Little_Penguin_get_out_of_jail,Little_Penguin_chance_move,Little_Penguin_bankrupt,Little_Penguin_win%,Little_Penguin_power,Little_Scottie_cash,Little_Scottie_pos,Little_Scottie_in_jail,Little_Scottie_get_out_of_jail,Little_Scottie_chance_move,Little_Scottie_bankrupt,Little_Scottie_win%,Little_Scottie_power,Little_Ducky_cash,Little_Ducky_pos,Little_Ducky_in_jail,Little_Ducky_get_out_of_jail,Little_Ducky_chance_move,Little_Ducky_bankrupt,Little_Ducky_win%,Little_Ducky_power
0,4,,,,,,,,,,,,,,,,,Game start.,0.0864,16,0,False,False,False,False,0.3164,16,16,0,False,False,False,False,0.2476,16,16,0,False,False,False,False,0.1972,16,16,0,False,False,False,False,0.1524,16
1,4,,,,,,,,,,,Little_T_REX,,Little_Scottie,,,Little_Ducky,Little_T_REX drew a chance card: MOVE FORWARD UP TO 5 SPACES. Little_T_REX purchased LIBRARY from the Bank. Little_Penguin drew a chance card: GET OUT OF JAIL FREE. Little_Scottie purchased ICE CREAM PARLOUR from the Bank. Little_Ducky purchased TACO TRUCK from the Bank. ,0.0856,14,8,False,False,False,False,0.5152,16,16,3,False,True,False,False,0.1192,16,15,5,False,False,False,False,0.194,16,15,1,False,False,False,False,0.086,16
2,4,,,,,,,Little_T_REX,,,Little_Scottie,Little_T_REX,,Little_Scottie,,,Little_Ducky,Little_T_REX purchased ROLLER COASTER from the Bank. Little_Scottie purchased GO-KARTS from the Bank. Little_Ducky drew a chance card: ADVANCE TO GO. ,0.0928,11,14,False,False,False,False,0.5256,16,16,6,False,True,False,False,0.0852,16,13,10,False,False,False,False,0.2504,16,17,0,False,False,False,False,0.046,18
3,4,,,Little_T_REX,,,,Little_T_REX,,,Little_Scottie,Little_T_REX,,Little_Scottie,,,Little_Ducky,Little_T_REX purchased THE ZOO from the Bank. Little_Penguin paid Little_Scottie rent of 2. Little_Scottie paid Little_T_REX rent of 3. Little_Ducky paid Little_Scottie rent of 1. ,0.0656,10,20,False,False,False,False,0.6472,19,14,10,False,True,False,False,0.0816,14,13,14,False,False,False,False,0.162,16,16,5,False,False,False,False,0.0436,17
4,4,Little_T_REX,,Little_T_REX,,,,Little_T_REX,Little_Penguin,,Little_Scottie,Little_T_REX,,Little_Scottie,,,Little_Ducky,Little_T_REX purchased BOARDWALK from the Bank. Little_Penguin purchased FERRIS WHEEL from the Bank. Little_Scottie went to jail by landing on a GO TO JAIL Space. Little_Ducky paid Little_Scottie rent of 2. ,0.0688,5,23,False,False,False,False,0.732,19,11,13,False,True,False,False,0.0796,14,15,6,True,False,False,False,0.0916,18,14,10,False,False,False,False,0.028,15
5,4,Little_T_REX,,Little_T_REX,,,,Little_T_REX,Little_Penguin,,Little_Scottie,Little_T_REX,,Little_Scottie,Little_T_REX,,Little_Ducky,Little_T_REX purchased BAKERY from the Bank. Little_Penguin went to jail by landing on a GO TO JAIL Space. Little_Scottie paid Little_T_REX rent of 2. Little_Ducky paid Little_T_REX rent of 3. ,0.0404,11,4,False,False,False,False,0.8432,26,11,6,True,True,False,False,0.0348,14,12,8,False,False,False,False,0.0556,15,11,14,False,False,False,False,0.026,12
6,4,Little_T_REX,,Little_T_REX,,,,Little_T_REX,Little_Penguin,,Little_Scottie,Little_T_REX,,Little_Scottie,Little_T_REX,,Little_Ducky,Little_T_REX paid Little_Scottie rent of 2. Little_Penguin used a GET_OUT_OF_JAIL_CARD card. Little_Ducky went to jail by landing on a GO TO JAIL Space. ,0.0372,9,10,False,False,False,False,0.8648,24,11,12,False,False,False,False,0.04,14,14,12,False,False,False,False,0.0516,17,11,6,True,False,False,False,0.0064,12
7,4,Little_T_REX,,Little_T_REX,,,Little_Penguin,Little_T_REX,Little_Penguin,,Little_Scottie,Little_T_REX,,Little_Scottie,Little_T_REX,,Little_Ducky,Little_Penguin purchased TOY SHOP from the Bank. Little_Scottie paid Little_T_REX rent of 3. Little_Ducky paid Little_T_REX rent of 2. ,0.0416,14,14,False,False,False,False,0.8484,29,8,16,False,False,False,False,0.0932,14,11,14,False,False,False,False,0.0168,14,8,8,False,False,False,False,,9
8,4,Little_T_REX,,Little_T_REX,,Little_Scottie,Little_Penguin,Little_T_REX,Little_Penguin,,Little_Scottie,Little_T_REX,,Little_Scottie,Little_T_REX,,Little_Ducky,Little_Penguin drew a chance card: GET OUT OF JAIL FREE. Little_Scottie purchased PET SHOP from the Bank. Little_Ducky paid Little_Scottie rent of 2. ,0.0572,14,20,False,False,False,False,0.8432,29,8,21,False,True,False,False,0.0432,14,10,17,False,False,False,False,0.0564,16,6,10,False,False,False,False,,7
9,4,Little_T_REX,,Little_T_REX,Little_Penguin,Little_Scottie,Little_Penguin,Little_T_REX,Little_Penguin,,Little_Scottie,Little_T_REX,,Little_Scottie,Little_T_REX,,Little_Ducky,Little_T_REX drew a chance card: GET OUT OF JAIL FREE. Little_Penguin drew a chance card: FREE SPACE ORANGE GREEN. Little_Penguin's destination is AQUARIUM. Little_Penguin purchased AQUARIUM from the Bank. Little_Scottie paid Little_Penguin rent of 4. Little_Ducky paid Little_Penguin rent of 3. ,0.1136,14,21,False,True,False,False,0.7192,29,13,19,False,True,False,False,0.148,23,6,19,False,False,False,False,0.0192,12,3,13,False,False,False,False,,4
10,4,Little_T_REX,,Little_T_REX,Little_Penguin,Little_Scottie,Little_Penguin,Little_T_REX,Little_Penguin,,Little_Scottie,Little_T_REX,,Little_Scottie,Little_T_REX,,Little_Ducky,Little_T_REX drew a chance card: GET OUT OF JAIL FREE. Little_Penguin paid Little_T_REX rent of 4. Little_Scottie paid Little_T_REX rent of 4. Little_Ducky went to jail by landing on a GO TO JAIL Space. ,0.1176,24,3,False,True,False,False,0.7264,39,9,20,False,True,False,False,0.1456,19,2,20,False,False,False,False,0.0104,8,3,6,True,False,False,False,,4
11,4,Little_T_REX,,Little_T_REX,Little_Penguin,Little_Scottie,Little_Penguin,Little_T_REX,Little_Penguin,Little_Ducky,Little_Scottie,Little_T_REX,,Little_Scottie,Little_T_REX,,Little_Ducky,Little_T_REX paid Little_Scottie rent of 1. Little_Penguin drew a chance card: GET OUT OF JAIL FREE. Little_Scottie paid Little_Ducky rent of 1. Little_Ducky purchased SWIMMING POOL from the Bank. ,0.1212,23,5,False,True,False,False,0.6532,38,9,21,False,True,False,False,0.2,19,4,1,False,False,False,False,0.0256,10,1,11,False,False,False,False,,4
12,4,Little_T_REX,,Little_T_REX,Little_Penguin,Little_Scottie,Little_Penguin,Little_T_REX,Little_Penguin,Little_Scottie,Little_Scottie,Little_T_REX,Little_Scottie,Little_Scottie,Little_T_REX,,Little_Scottie,Little_Penguin drew a chance card: GET OUT OF JAIL FREE. Little_Scottie purchased MUSEUM from the Bank. Little_Ducky paid Little_Scottie $1.$-2 remaining. Little_Ducky sold TACO TRUCK to Little_Scottie. Little_Ducky sold SWIMMING POOL to Little_Scottie. ,0.094,23,8,False,True,False,False,0.6396,38,11,3,False,True,False,False,0.0952,21,2,7,False,False,False,False,0.1712,13,1,17,False,False,False,False,,1
13,4,Little_T_REX,,Little_T_REX,Little_Penguin,Little_Scottie,Little_Penguin,Little_T_REX,Little_Penguin,Little_Scottie,Little_Scottie,Little_T_REX,Little_Scottie,Little_Scottie,Little_T_REX,,Little_Scottie,Little_T_REX paid Little_Scottie rent of 4. Little_Scottie paid Little_Penguin rent of 3. Little_Ducky went to jail by landing on a GO TO JAIL Space. ,0.1148,19,11,False,True,False,False,0.5968,34,14,6,False,True,False,False,0.0912,24,3,13,False,False,False,False,0.1972,14,1,6,True,False,False,False,,1
14,4,Little_T_REX,,Little_T_REX,Little_Penguin,Little_Scottie,Little_Penguin,Little_T_REX,Little_Penguin,Little_Scottie,Little_Scottie,Little_T_REX,Little_Scottie,Little_Scottie,Little_T_REX,,Little_Scottie,Little_T_REX paid Little_Penguin rent of 3. Little_Ducky paid Little_T_REX $0.$-2 remaining. Little_Ducky is bankrupt. ,0.1192,16,16,False,True,False,False,0.6048,31,17,12,False,True,False,False,0.0888,27,3,17,False,False,False,False,0.1872,14,-2,8,False,False,False,True,,-2
15,4,Little_T_REX,,Little_T_REX,Little_Penguin,Little_Scottie,Little_Penguin,Little_T_REX,Little_Penguin,Little_Scottie,Little_Scottie,Little_T_REX,Little_Scottie,Little_Scottie,Little_T_REX,,Little_Scottie,Little_T_REX went to jail by landing on a GO TO JAIL Space. Little_Scottie drew a chance card: GET OUT OF JAIL FREE. ,0.1804,16,6,True,True,False,False,0.4148,31,17,16,False,True,False,False,0.1416,27,3,21,False,True,False,False,0.2632,14,-2,8,False,False,False,True,,-2
16,4,Little_T_REX,,Little_T_REX,Little_Penguin,Little_Scottie,Little_Penguin,Little_T_REX,Little_Penguin,Little_Scottie,Little_Scottie,Little_T_REX,Little_Scottie,Little_Scottie,Little_T_REX,,Little_Scottie,Little_T_REX used a GET_OUT_OF_JAIL_CARD card. Little_T_REX drew a chance card: GET OUT OF JAIL FREE. Little_Penguin drew a chance card: GET OUT OF JAIL FREE. ,0.1892,16,9,False,True,False,False,0.4304,31,17,21,False,True,False,False,0.1516,27,5,0,False,True,False,False,0.2288,16,-2,8,False,False,False,True,,-2
