,players,BOARDWALK_owner,PARK LANE_owner,THE ZOO_owner,AQUARIUM_owner,PET SHOP_owner,TOY SHOP_owner,ROLLER COASTER_owner,FERRIS WHEEL_owner,SWIMMING POOL_owner,GO-KARTS_owner,LIBRARY_owner,MUSEUM_owner,ICE CREAM PARLOUR_owner,BAKERY_owner,PIZZA HOUSE_owner,TACO TRUCK_owner,notes,draw_win%,Little_T_REX_cash,Little_T_REX_pos,Little_T_REX_in_jail,Little_T_REX_get_out_of_jail,Little_T_REX_chance_move,Little_T_REX_bankrupt,Little_T_REX_win%,Little_T_REX_power,Little_Penguin_cash,Little_Penguin_pos,Little_Penguin_in_jail,Little_Penguin_get_out_of_jail,Little_Penguin_chance_move,Little_Penguin_bankrupt,Little_Penguin_win%,Little_Penguin_power
0,2,,,,,,,,,,,,,,,,,Game start.,0.0044,20,0,False,False,False,False,0.5476,20,20,0,False,False,False,False,0.448,20
1,2,,,,,,,,,,,,,,Little_Penguin,Little_T_REX,,Little_T_REX purchased PIZZA HOUSE from the Bank. Little_Penguin purchased BAKERY from the Bank. ,0.0036,19,2,False,False,False,False,0.51,20,19,4,False,False,False,False,0.4864,20
2,2,,,,Little_Penguin,,,,,,,,,,Little_Penguin,Little_T_REX,,Little_Penguin drew a chance card: FREE SPACE ORANGE GREEN. Little_Penguin's destination is AQUARIUM. Little_Penguin purchased AQUARIUM from the Bank. ,0.0056,19,6,False,False,False,False,0.424,20,15,19,False,False,False,False,0.5704,20
3,2,,,Little_Penguin,Little_Penguin,,,,,Little_T_REX,,,,,Little_Penguin,Little_T_REX,,Little_T_REX purchased SWIMMING POOL from the Bank. Little_Penguin purchased THE ZOO from the Bank. ,0.0004,17,11,False,False,False,False,0.3036,20,11,20,False,False,False,False,0.696,20
4,2,Little_Penguin,,Little_Penguin,Little_Penguin,,,,,Little_T_REX,,,,,Little_Penguin,Little_T_REX,,Little_Penguin purchased BOARDWALK from the Bank. ,0.0012,17,12,False,False,False,False,0.2724,20,6,23,False,False,False,False,0.7264,20
5,2,Little_Penguin,Little_T_REX,Little_Penguin,Little_Penguin,,,,,Little_T_REX,,,,,Little_Penguin,Little_T_REX,,Little_T_REX drew a chance card: MOVE FORWARD 1 OR TAKE ANOTHER. Little_T_REX picked a new card instead of moving forward. Little_T_REX drew a chance card: FREE SPACE PINK DARK BLUE. Little_T_REX's destination is PARK LANE. Little_T_REX purchased PARK LANE from the Bank. ,0.0008,12,22,False,False,False,False,0.2988,20,8,4,False,False,False,False,0.7004,22
6,2,Little_Penguin,Little_T_REX,Little_Penguin,Little_Penguin,,,,,Little_T_REX,,,,Little_Penguin,Little_Penguin,Little_T_REX,,Little_Penguin purchased ICE CREAM PARLOUR from the Bank. ,0.0004,14,2,False,False,False,False,0.3404,22,7,5,False,False,False,False,0.6592,22
7,2,Little_Penguin,Little_T_REX,Little_Penguin,Little_Penguin,,,,,Little_T_REX,Little_Penguin,,,Little_Penguin,Little_Penguin,Little_T_REX,,Little_Penguin purchased GO-KARTS from the Bank. ,0.0004,14,6,False,False,False,False,0.2845,22,5,10,False,False,False,False,0.7151,22
8,2,Little_Penguin,Little_T_REX,Little_Penguin,Little_Penguin,,,,,Little_T_REX,Little_Penguin,,,Little_Penguin,Little_Penguin,Little_T_REX,,,0.0012,14,12,False,False,False,False,0.2768,22,5,12,False,False,False,False,0.722,22
9,2,Little_Penguin,Little_T_REX,Little_Penguin,Little_Penguin,,,Little_T_REX,,Little_T_REX,Little_Penguin,,,Little_Penguin,Little_Penguin,Little_T_REX,,Little_T_REX purchased ROLLER COASTER from the Bank. Little_Penguin went to jail by landing on a GO TO JAIL Space. ,0.002,11,14,False,False,False,False,0.2916,22,5,6,True,False,False,False,0.7064,22
