,players,BOARDWALK_owner,PARK LANE_owner,THE ZOO_owner,AQUARIUM_owner,PET SHOP_owner,TOY SHOP_owner,ROLLER COASTER_owner,FERRIS WHEEL_owner,SWIMMING POOL_owner,GO-KARTS_owner,LIBRARY_owner,MUSEUM_owner,ICE CREAM PARLOUR_owner,BAKERY_owner,PIZZA HOUSE_owner,TACO TRUCK_owner,notes,draw_win%,Little_T_REX_cash,Little_T_REX_pos,Little_T_REX_in_jail,Little_T_REX_get_out_of_jail,Little_T_REX_chance_move,Little_T_REX_bankrupt,Little_T_REX_win%,Little_T_REX_power,Little_Penguin_cash,Little_Penguin_pos,Little_Penguin_in_jail,Little_Penguin_get_out_of_jail,Little_Penguin_chance_move,Little_Penguin_bankrupt,Little_Penguin_win%,Little_Penguin_power
0,2,,,,,,,,,,,,,,,,,Game start.,0.0044,20,0,False,False,False,False,0.56,20,20,0,False,False,False,False,0.4356,20
1,2,,,,,,,,,,,,,,Little_Penguin,Little_T_REX,,Little_T_REX purchased PIZZA HOUSE from the Bank. Little_Penguin purchased BAKERY from the Bank. ,0.006,19,2,False,False,False,False,0.5004,20,19,4,False,False,False,False,0.4936,20
2,2,,,,,,,,,,,,Little_Penguin,Little_T_REX,Little_Penguin,Little_T_REX,,Little_T_REX purchased ICE CREAM PARLOUR from the Bank. Little_Penguin purchased MUSEUM from the Bank. ,0.0056,18,5,False,False,False,False,0.458,20,17,7,False,False,False,False,0.5364,20
3,2,,,,,,,,,,,Little_T_REX,Little_Penguin,Little_T_REX,Little_Penguin,Little_T_REX,,Little_T_REX purchased LIBRARY from the Bank. Little_Penguin drew a chance card: Little Penguin. ,0.0052,16,8,False,False,False,False,0.604,20,17,9,False,False,True,False,0.3908,20
4,2,Little_Penguin,,,,,,,,,Little_T_REX,Little_T_REX,Little_Penguin,Little_T_REX,Little_Penguin,Little_T_REX,,Little_T_REX purchased GO-KARTS from the Bank. Little_Penguin purchased BOARDWALK from the Bank. ,0.0052,14,10,False,False,False,False,0.6452,20,12,23,False,False,False,False,0.3496,20
5,2,Little_Penguin,,,,,,,,,Little_T_REX,Little_T_REX,Little_Penguin,Little_T_REX,Little_Penguin,Little_T_REX,,Little_Penguin drew a chance card: FREE SPACE LIGHT BLUE. Little_Penguin's destination is BAKERY. ,0.0028,14,12,False,False,False,False,0.5964,20,14,4,False,False,False,False,0.4008,22
6,2,Little_Penguin,,,,,Little_T_REX,,,,Little_T_REX,Little_T_REX,Little_Penguin,Little_T_REX,Little_Penguin,Little_T_REX,,Little_T_REX purchased TOY SHOP from the Bank. Little_Penguin paid Little_T_REX rent of 1. ,0.0048,12,16,False,False,False,False,0.66,21,13,5,False,False,False,False,0.3352,21
7,2,Little_Penguin,,,,Little_T_REX,Little_T_REX,,,Little_Penguin,Little_T_REX,Little_T_REX,Little_Penguin,Little_T_REX,Little_Penguin,Little_T_REX,,Little_T_REX purchased PET SHOP from the Bank. Little_Penguin purchased SWIMMING POOL from the Bank. ,0.0024,9,17,False,False,False,False,0.736,21,11,11,False,False,False,False,0.2616,21
8,2,Little_Penguin,,,,Little_T_REX,Little_T_REX,,Little_Penguin,Little_Penguin,Little_T_REX,Little_T_REX,Little_Penguin,Little_T_REX,Little_Penguin,Little_T_REX,,Little_T_REX went to jail by landing on a GO TO JAIL Space. Little_Penguin purchased FERRIS WHEEL from the Bank. ,0.0032,9,6,True,False,False,False,0.5496,21,8,13,False,False,False,False,0.4472,21
9,2,Little_Penguin,,,Little_Penguin,Little_T_REX,Little_T_REX,,Little_Penguin,Little_Penguin,Little_T_REX,Little_T_REX,Little_Penguin,Little_T_REX,Little_Penguin,Little_T_REX,,Little_Penguin purchased AQUARIUM from the Bank. ,0.0056,8,10,False,False,False,False,0.3612,20,4,19,False,False,False,False,0.6332,21
10,2,Little_Penguin,,,Little_Penguin,Little_T_REX,Little_T_REX,,Little_Penguin,Little_Penguin,Little_T_REX,Little_T_REX,Little_Penguin,Little_T_REX,Little_Penguin,Little_T_REX,,,0.0004,8,12,False,False,False,False,0.52,20,4,23,False,False,False,False,0.4796,21
11,2,Little_Penguin,,,Little_Penguin,Little_T_REX,Little_T_REX,,Little_Penguin,Little_Penguin,Little_T_REX,Little_T_REX,Little_Penguin,Little_T_REX,Little_Penguin,Little_T_REX,,Little_Penguin paid Little_T_REX rent of 1. ,0.0024,9,16,False,False,False,False,0.5888,21,5,5,False,False,False,False,0.4088,22
12,2,Little_Penguin,,,Little_Penguin,Little_T_REX,Little_T_REX,Little_T_REX,Little_Penguin,Little_Penguin,Little_T_REX,Little_T_REX,Little_Penguin,Little_T_REX,Little_Penguin,Little_T_REX,,Little_T_REX drew a chance card: FREE SPACE RED. Little_T_REX's destination is ROLLER COASTER. Little_T_REX purchased ROLLER COASTER from the Bank. ,0.0032,8,14,False,False,False,False,0.7244,23,5,6,False,False,False,False,0.2724,22
13,2,Little_Penguin,,,Little_Penguin,Little_T_REX,Little_T_REX,Little_T_REX,Little_Penguin,Little_Penguin,Little_T_REX,Little_T_REX,Little_Penguin,Little_T_REX,Little_Penguin,Little_T_REX,,,0.0028,8,17,False,False,False,False,0.7304,23,5,11,False,False,False,False,0.2668,22
14,2,Little_Penguin,,Little_T_REX,Little_Penguin,Little_T_REX,Little_T_REX,Little_T_REX,Little_Penguin,Little_Penguin,Little_T_REX,Little_T_REX,Little_Penguin,Little_T_REX,Little_Penguin,Little_T_REX,,Little_T_REX purchased THE ZOO from the Bank. ,0.002,4,20,False,False,False,False,0.7832,23,5,13,False,False,False,False,0.2148,22
15,2,Little_Penguin,,Little_T_REX,Little_Penguin,Little_T_REX,Little_T_REX,Little_T_REX,Little_Penguin,Little_Penguin,Little_T_REX,Little_T_REX,Little_Penguin,Little_T_REX,Little_T_REX,Little_T_REX,,Little_Penguin paid Little_T_REX $5.$-1 remaining. Little_Penguin sold BAKERY to Little_T_REX. ,0.0008,11,0,False,False,False,False,0.96,31,0,16,False,False,False,False,0.0392,16
16,2,Little_Penguin,,Little_T_REX,Little_Penguin,Little_T_REX,Little_T_REX,Little_T_REX,Little_T_REX,Little_T_REX,Little_T_REX,Little_T_REX,Little_T_REX,Little_T_REX,Little_T_REX,Little_T_REX,Little_T_REX,Little_T_REX purchased TACO TRUCK from the Bank. Little_Penguin paid Little_T_REX $0.$-6 remaining. Little_Penguin sold SWIMMING POOL to Little_T_REX. Little_Penguin sold MUSEUM to Little_T_REX. Little_Penguin sold FERRIS WHEEL to Little_T_REX. ,,9,1,False,False,False,False,0.99805,37,1,17,False,False,False,False,0.00195,10
17,2,Little_Penguin,,Little_T_REX,Little_Penguin,Little_T_REX,Little_T_REX,Little_T_REX,Little_T_REX,Little_T_REX,Little_T_REX,Little_T_REX,Little_T_REX,Little_T_REX,Little_T_REX,Little_T_REX,Little_T_REX,,0.0004,9,5,False,False,False,False,0.9952,37,1,19,False,False,False,False,0.0044,10
