,players,BOARDWALK_owner,PARK LANE_owner,THE ZOO_owner,AQUARIUM_owner,PET SHOP_owner,TOY SHOP_owner,ROLLER COASTER_owner,FERRIS WHEEL_owner,SWIMMING POOL_owner,GO-KARTS_owner,LIBRARY_owner,MUSEUM_owner,ICE CREAM PARLOUR_owner,BAKERY_owner,PIZZA HOUSE_owner,TACO TRUCK_owner,notes,draw_win%,Little_T_REX_cash,Little_T_REX_pos,Little_T_REX_in_jail,Little_T_REX_get_out_of_jail,Little_T_REX_chance_move,Little_T_REX_bankrupt,Little_T_REX_win%,Little_T_REX_power,Little_Penguin_cash,Little_Penguin_pos,Little_Penguin_in_jail,Little_Penguin_get_out_of_jail,Little_Penguin_chance_move,Little_Penguin_bankrupt,Little_Penguin_win%,Little_Penguin_power
0,2,,,,,,,,,,,,,,,,,Game start.,0.0044,20,0,False,False,False,False,0.5596,20,20,0,False,False,False,False,0.436,20
1,2,,,,,,,,,,,,,,Little_T_REX,,,Little_T_REX purchased BAKERY from the Bank. Little_Penguin paid Little_T_REX rent of 1. ,0.0052,20,4,False,False,False,False,0.628,21,19,4,False,False,False,False,0.3668,19
2,2,,,,,,,,,,Little_T_REX,Little_Penguin,,,Little_T_REX,,,Little_T_REX purchased GO-KARTS from the Bank. Little_Penguin purchased LIBRARY from the Bank. ,0.0028,18,10,False,False,False,False,0.6844,21,17,8,False,False,False,False,0.3128,19
3,2,,,,,,,,Little_T_REX,,Little_T_REX,Little_Penguin,,,Little_T_REX,,,Little_T_REX purchased FERRIS WHEEL from the Bank. Little_Penguin paid Little_T_REX rent of 3. ,0.0024,18,13,False,False,False,False,0.8192,24,14,13,False,False,False,False,0.1784,16
4,2,,,,,,,,Little_T_REX,,Little_T_REX,Little_Penguin,,Little_T_REX,Little_T_REX,,,Little_T_REX drew a chance card: FREE SPACE LIGHT BLUE. Little_T_REX's destination is ICE CREAM PARLOUR. Little_T_REX purchased ICE CREAM PARLOUR from the Bank. Little_Penguin went to jail by landing on a GO TO JAIL Space. ,0.0028,19,5,False,False,False,False,0.8856,26,14,6,True,False,False,False,0.1116,16
5,2,,,,,,,,Little_T_REX,,Little_T_REX,Little_Penguin,Little_T_REX,Little_T_REX,Little_T_REX,,,Little_T_REX purchased MUSEUM from the Bank. Little_Penguin drew a chance card: GET 2 FROM BANK. ,0.004,17,7,False,False,False,False,0.8736,26,15,9,False,False,False,False,0.1224,17
6,2,,,,,,,,Little_T_REX,Little_Penguin,Little_T_REX,Little_Penguin,Little_T_REX,Little_T_REX,Little_T_REX,,,Little_Penguin purchased SWIMMING POOL from the Bank. ,0.0044,17,10,False,False,False,False,0.8276,26,13,11,False,False,False,False,0.168,17
7,2,,,,,,,,Little_T_REX,Little_Penguin,Little_T_REX,Little_Penguin,Little_T_REX,Little_T_REX,Little_T_REX,,,Little_T_REX drew a chance card: GET OUT OF JAIL FREE. ,0.0056,17,15,False,True,False,False,0.8612,26,13,12,False,False,False,False,0.1332,17
8,2,,,,,,,,Little_T_REX,Little_Penguin,Little_T_REX,Little_Penguin,Little_T_REX,Little_T_REX,Little_T_REX,,,Little_T_REX went to jail by landing on a GO TO JAIL Space. Little_Penguin drew a chance card: MOVE FORWARD UP TO 5 SPACES. Little_Penguin went to jail by landing on a GO TO JAIL Space. ,0.0064,17,6,True,True,False,False,0.8588,26,13,6,True,False,False,False,0.1348,17
9,2,,,,,,,,Little_T_REX,Little_Penguin,Little_T_REX,Little_Penguin,Little_T_REX,Little_T_REX,Little_T_REX,,,Little_T_REX used a GET_OUT_OF_JAIL_CARD card. Little_Penguin paid Little_T_REX rent of 2. ,0.0004,19,12,False,False,False,False,0.9408,28,10,7,False,False,False,False,0.0588,14
