,players,BOARDWALK_owner,PARK LANE_owner,THE ZOO_owner,AQUARIUM_owner,PET SHOP_owner,TOY SHOP_owner,ROLLER COASTER_owner,FERRIS WHEEL_owner,SWIMMING POOL_owner,GO-KARTS_owner,LIBRARY_owner,MUSEUM_owner,ICE CREAM PARLOUR_owner,BAKERY_owner,PIZZA HOUSE_owner,TACO TRUCK_owner,notes,draw_win%,Little_T_REX_cash,Little_T_REX_pos,Little_T_REX_in_jail,Little_T_REX_get_out_of_jail,Little_T_REX_chance_move,Little_T_REX_bankrupt,Little_T_REX_win%,Little_T_REX_power,Little_Penguin_cash,Little_Penguin_pos,Little_Penguin_in_jail,Little_Penguin_get_out_of_jail,Little_Penguin_chance_move,Little_Penguin_bankrupt,Little_Penguin_win%,Little_Penguin_power
0,2,,,,,,,,,,,,,,,,,Game start.,0.0044,20,0,False,False,False,False,0.56,20,20,0,False,False,False,False,0.4356,20
1,2,,,,,,,,,,,,,,,Little_T_REX,,Little_T_REX purchased PIZZA HOUSE from the Bank. Little_Penguin paid Little_T_REX rent of 1. ,0.0052,20,2,False,False,False,False,0.62,21,19,2,False,False,False,False,0.3748,19
2,2,,,,,,,,,,,,,,Little_T_REX,Little_T_REX,,Little_T_REX purchased BAKERY from the Bank. Little_Penguin paid Little_T_REX rent of 1. ,0.0044,20,4,False,False,False,False,0.6932,22,18,4,False,False,False,False,0.3024,18
3,2,,,,,,,,,,,,,Little_Penguin,Little_T_REX,Little_T_REX,,Little_Penguin purchased ICE CREAM PARLOUR from the Bank. ,0.0044,20,6,False,False,False,False,0.684,22,17,5,False,False,False,False,0.3116,18
4,2,,,,,,,,,Little_T_REX,,,Little_Penguin,Little_Penguin,Little_T_REX,Little_T_REX,,Little_T_REX purchased SWIMMING POOL from the Bank. Little_Penguin purchased MUSEUM from the Bank. ,0.0044,18,11,False,False,False,False,0.7312,22,15,7,False,False,False,False,0.2644,18
5,2,,,,,,,Little_T_REX,,Little_T_REX,,,Little_Penguin,Little_Penguin,Little_T_REX,Little_T_REX,,Little_T_REX purchased ROLLER COASTER from the Bank. ,0.0032,15,14,False,False,False,False,0.7676,22,15,12,False,False,False,False,0.2292,18
6,2,,,Little_Penguin,Little_T_REX,,,Little_T_REX,,Little_T_REX,,,Little_Penguin,Little_Penguin,Little_T_REX,Little_T_REX,,Little_T_REX purchased AQUARIUM from the Bank. Little_Penguin drew a chance card: FREE SPACE ORANGE GREEN. Little_Penguin's destination is THE ZOO. Little_Penguin purchased THE ZOO from the Bank. ,0.0056,11,19,False,False,False,False,0.7296,22,11,20,False,False,False,False,0.2648,18
7,2,Little_Penguin,,Little_Penguin,Little_T_REX,,,Little_T_REX,,Little_T_REX,,,Little_Penguin,Little_Penguin,Little_T_REX,Little_T_REX,,Little_Penguin purchased BOARDWALK from the Bank. ,0.004,13,0,False,False,False,False,0.7224,24,6,23,False,False,False,False,0.2736,18
8,2,Little_Penguin,,Little_Penguin,Little_T_REX,,,Little_T_REX,,Little_T_REX,,,Little_Penguin,Little_Penguin,Little_T_REX,Little_T_REX,Little_Penguin,Little_Penguin purchased TACO TRUCK from the Bank. ,0.0056,13,2,False,False,False,False,0.7124,24,7,1,False,False,False,False,0.282,20
9,2,Little_Penguin,,Little_Penguin,Little_T_REX,,,Little_T_REX,,Little_T_REX,,,Little_Penguin,Little_Penguin,Little_T_REX,Little_T_REX,Little_Penguin,Little_T_REX drew a chance card: GET OUT OF JAIL FREE. ,0.0056,13,3,False,True,False,False,0.6636,24,7,6,False,False,False,False,0.3308,20
10,2,Little_Penguin,,Little_Penguin,Little_T_REX,,,Little_T_REX,,Little_T_REX,Little_Penguin,Little_T_REX,Little_Penguin,Little_Penguin,Little_T_REX,Little_T_REX,Little_Penguin,Little_T_REX purchased LIBRARY from the Bank. Little_Penguin purchased GO-KARTS from the Bank. ,0.0056,11,8,False,True,False,False,0.6664,24,5,10,False,False,False,False,0.328,20
11,2,Little_Penguin,,Little_Penguin,Little_T_REX,,,Little_T_REX,Little_Penguin,Little_T_REX,Little_Penguin,Little_T_REX,Little_Penguin,Little_Penguin,Little_T_REX,Little_T_REX,Little_Penguin,Little_T_REX drew a chance card: GET 1 FROM EVERYONE. Little_Penguin purchased FERRIS WHEEL from the Bank. ,0.0104,11,9,False,True,False,False,0.5708,24,2,13,False,False,False,False,0.4188,20
12,2,Little_Penguin,,Little_Penguin,Little_T_REX,,,Little_T_REX,Little_Penguin,Little_T_REX,Little_Penguin,Little_T_REX,Little_Penguin,Little_Penguin,Little_T_REX,Little_T_REX,Little_Penguin,Little_Penguin went to jail by landing on a GO TO JAIL Space. ,0.0068,11,11,False,True,False,False,0.7144,24,2,6,True,False,False,False,0.2788,20
13,2,Little_Penguin,,Little_Penguin,Little_T_REX,,,Little_T_REX,Little_Penguin,Little_T_REX,Little_Penguin,Little_T_REX,Little_Penguin,Little_Penguin,Little_T_REX,Little_T_REX,Little_Penguin,Little_Penguin drew a chance card: ADVANCE TO BOARDWALK. ,0.0136,11,12,False,True,False,False,0.5972,24,1,23,False,False,False,False,0.3892,19
14,2,Little_Penguin,,Little_Penguin,Little_T_REX,,,Little_T_REX,Little_Penguin,Little_T_REX,Little_Penguin,Little_T_REX,Little_Penguin,Little_Penguin,Little_T_REX,Little_T_REX,Little_Penguin,Little_Penguin paid Little_T_REX rent of 1. ,0.0144,12,14,False,True,False,False,0.6364,25,2,4,False,False,False,False,0.3492,20
15,2,Little_Penguin,,Little_Penguin,Little_T_REX,,,Little_T_REX,Little_Penguin,Little_T_REX,Little_Penguin,Little_T_REX,Little_Penguin,Little_Penguin,Little_T_REX,Little_T_REX,Little_Penguin,Little_Penguin paid Little_T_REX rent of 2. ,0.0148,14,19,False,True,False,False,0.7036,27,0,8,False,False,False,False,0.2816,18
16,2,Little_Penguin,,Little_Penguin,Little_T_REX,,,Little_T_REX,Little_Penguin,Little_T_REX,Little_Penguin,Little_T_REX,Little_Penguin,Little_Penguin,Little_T_REX,Little_T_REX,Little_Penguin,Little_T_REX paid Little_Penguin rent of 5. Little_Penguin paid Little_T_REX rent of 3. ,0.0132,12,23,False,True,False,False,0.6268,25,2,14,False,False,False,False,0.36,20
