,players,BOARDWALK_owner,PARK LANE_owner,THE ZOO_owner,AQUARIUM_owner,PET SHOP_owner,TOY SHOP_owner,ROLLER COASTER_owner,FERRIS WHEEL_owner,SWIMMING POOL_owner,GO-KARTS_owner,LIBRARY_owner,MUSEUM_owner,ICE CREAM PARLOUR_owner,BAKERY_owner,PIZZA HOUSE_owner,TACO TRUCK_owner,notes,draw_win%,Little_T_REX_cash,Little_T_REX_pos,Little_T_REX_in_jail,Little_T_REX_get_out_of_jail,Little_T_REX_chance_move,Little_T_REX_bankrupt,Little_T_REX_win%,Little_T_REX_power,Little_Penguin_cash,Little_Penguin_pos,Little_Penguin_in_jail,Little_Penguin_get_out_of_jail,Little_Penguin_chance_move,Little_Penguin_bankrupt,Little_Penguin_win%,Little_Penguin_power
0,2,,,,,,,,,,,,,,,,,Game start.,0.0044,20,0,False,False,False,False,0.5476,20,20,0,False,False,False,False,0.448,20
1,2,,,,,,,,,,,,,Little_T_REX,,,Little_Penguin,Little_T_REX purchased ICE CREAM PARLOUR from the Bank. Little_Penguin purchased TACO TRUCK from the Bank. ,0.0032,19,5,False,False,False,False,0.6504,20,19,1,False,False,False,False,0.3464,20
2,2,,,,,,Little_Penguin,,,,Little_T_REX,,,Little_T_REX,,,Little_Penguin,Little_T_REX purchased GO-KARTS from the Bank. Little_Penguin drew a chance card: FREE SPACE BROWN YELLOW. Little_Penguin's destination is TOY SHOP. Little_Penguin purchased TOY SHOP from the Bank. ,0.0032,17,10,False,False,False,False,0.4052,20,16,16,False,False,False,False,0.5916,20
3,2,,,,,,Little_Penguin,,,,Little_T_REX,,,Little_T_REX,,,Little_Penguin,Little_Penguin drew a chance card: Little Ducky. ,0.006,17,12,False,False,False,False,0.4764,20,16,21,False,False,False,False,0.5176,20
4,2,Little_Penguin,,,,,Little_Penguin,,Little_T_REX,,Little_T_REX,,,Little_T_REX,,,Little_Penguin,Little_T_REX purchased FERRIS WHEEL from the Bank. Little_Penguin purchased BOARDWALK from the Bank. ,0.0052,14,13,False,False,False,False,0.5176,20,11,23,False,False,False,False,0.4772,20
5,2,Little_Penguin,,,,,Little_Penguin,,Little_T_REX,,Little_T_REX,,,Little_T_REX,,,Little_Penguin,Little_T_REX drew a chance card: Little T-REX. Little_Penguin paid Little_T_REX rent of 1. ,0.0092,15,15,False,False,True,False,0.6188,21,12,5,False,False,False,False,0.372,21
6,2,Little_T_REX,,,,,Little_Penguin,,Little_T_REX,,Little_T_REX,,,Little_T_REX,,,Little_Penguin,Little_T_REX purchased BOARDWALK from Little_Penguin. Little_Penguin paid Little_T_REX rent of 2. ,0.0072,12,23,False,False,False,False,0.7236,23,15,10,False,False,False,False,0.2692,19
7,2,Little_T_REX,,,,,Little_Penguin,,Little_T_REX,,Little_T_REX,,,Little_T_REX,,,Little_Penguin,,0.006,14,0,False,False,False,False,0.756,25,15,16,False,False,False,False,0.238,19
8,2,Little_T_REX,,,Little_Penguin,,Little_Penguin,,Little_T_REX,,Little_T_REX,,,Little_T_REX,Little_T_REX,,Little_Penguin,Little_T_REX purchased BAKERY from the Bank. Little_Penguin purchased AQUARIUM from the Bank. ,0.0044,13,4,False,False,False,False,0.7572,25,11,19,False,False,False,False,0.2384,19
9,2,Little_T_REX,,,Little_Penguin,,Little_Penguin,,Little_T_REX,,Little_T_REX,,Little_T_REX,Little_T_REX,Little_T_REX,,Little_Penguin,Little_T_REX purchased MUSEUM from the Bank. ,0.0056,11,7,False,False,False,False,0.7976,25,13,0,False,False,False,False,0.1968,21
10,2,Little_T_REX,,,Little_Penguin,,Little_Penguin,,Little_T_REX,Little_T_REX,Little_T_REX,,Little_T_REX,Little_T_REX,Little_T_REX,,Little_Penguin,Little_T_REX purchased SWIMMING POOL from the Bank. Little_Penguin paid Little_T_REX rent of 2. ,0.002,11,11,False,False,False,False,0.9136,27,11,4,False,False,False,False,0.0844,19
11,2,Little_T_REX,,,Little_Penguin,,Little_Penguin,,Little_T_REX,Little_T_REX,Little_T_REX,Little_Penguin,Little_T_REX,Little_T_REX,Little_T_REX,,Little_Penguin,Little_Penguin purchased LIBRARY from the Bank. ,0.0024,11,12,False,False,False,False,0.85415,27,9,8,False,False,False,False,0.14345,19
12,2,Little_T_REX,,,Little_Penguin,,Little_Penguin,Little_T_REX,Little_T_REX,Little_T_REX,Little_T_REX,Little_Penguin,Little_T_REX,Little_T_REX,Little_T_REX,,Little_Penguin,Little_T_REX purchased ROLLER COASTER from the Bank. Little_Penguin paid Little_T_REX rent of 6. ,0.0016,14,14,False,False,False,False,0.9564,33,3,14,False,False,False,False,0.042,13
13,2,Little_T_REX,,Little_Penguin,Little_Penguin,,Little_Penguin,Little_T_REX,Little_T_REX,Little_T_REX,Little_T_REX,Little_Penguin,Little_T_REX,Little_T_REX,Little_T_REX,,,Little_T_REX drew a chance card: FREE SPACE LIGHT BLUE. Little_T_REX's destination is BAKERY. Little_Penguin purchased THE ZOO from the Bank. Little_Penguin sold TACO TRUCK to BANK. ,0.0008,16,4,False,False,False,False,0.9668,35,0,20,False,False,False,False,0.0324,13
14,2,Little_T_REX,,Little_Penguin,Little_Penguin,,Little_Penguin,Little_T_REX,Little_T_REX,Little_T_REX,Little_T_REX,Little_Penguin,Little_T_REX,Little_T_REX,Little_T_REX,Little_Penguin,,Little_T_REX paid Little_Penguin rent of 2. Little_Penguin purchased PIZZA HOUSE from the Bank. ,0.0012,14,8,False,False,False,False,0.9452,33,3,2,False,False,False,False,0.0536,17
15,2,Little_T_REX,,Little_Penguin,Little_Penguin,,Little_Penguin,Little_T_REX,Little_T_REX,Little_T_REX,Little_T_REX,Little_Penguin,Little_T_REX,Little_T_REX,Little_T_REX,Little_Penguin,,Little_Penguin paid Little_T_REX rent of 2. ,,16,11,False,False,False,False,0.956,35,1,4,False,False,False,False,0.044,15
16,2,Little_T_REX,,Little_Penguin,Little_Penguin,,Little_Penguin,Little_T_REX,Little_T_REX,Little_T_REX,Little_T_REX,Little_Penguin,Little_T_REX,Little_T_REX,Little_T_REX,Little_Penguin,,,0.0012,16,12,False,False,False,False,0.9588,35,1,8,False,False,False,False,0.04,15
17,2,Little_T_REX,,Little_Penguin,Little_Penguin,Little_T_REX,Little_Penguin,Little_T_REX,Little_T_REX,Little_T_REX,Little_T_REX,Little_T_REX,Little_T_REX,Little_T_REX,Little_T_REX,Little_T_REX,,Little_T_REX purchased PET SHOP from the Bank. Little_Penguin drew a chance card: FREE SPACE ORANGE. Little_Penguin's destination is GO-KARTS. Little_Penguin paid Little_T_REX $1.$-3 remaining. Little_Penguin sold PIZZA HOUSE to Little_T_REX. Little_Penguin sold LIBRARY to Little_T_REX. ,,14,17,False,False,False,False,0.9904,39,0,10,False,False,False,False,0.0096,11
18,2,Little_T_REX,,Little_Penguin,Little_Penguin,Little_T_REX,Little_Penguin,Little_T_REX,Little_T_REX,Little_T_REX,Little_T_REX,Little_T_REX,Little_T_REX,Little_T_REX,Little_T_REX,Little_T_REX,,Little_T_REX paid Little_Penguin rent of 8. Little_Penguin paid Little_T_REX rent of 6. ,,12,19,False,False,False,False,0.99,37,2,14,False,False,False,False,0.01,13
19,2,Little_T_REX,,Little_Penguin,Little_Penguin,Little_T_REX,Little_Penguin,Little_T_REX,Little_T_REX,Little_T_REX,Little_T_REX,Little_T_REX,Little_T_REX,Little_T_REX,Little_T_REX,Little_T_REX,,,,14,0,False,False,False,False,0.9992,39,2,19,False,False,False,False,0.0008,13
20,2,Little_T_REX,Little_Penguin,Little_Penguin,Little_Penguin,Little_T_REX,,Little_T_REX,Little_T_REX,Little_T_REX,Little_T_REX,Little_T_REX,Little_T_REX,Little_T_REX,Little_T_REX,Little_T_REX,,Little_T_REX drew a chance card: ADVANCE TO BOARDWALK. Little_Penguin purchased PARK LANE from the Bank. Little_Penguin sold TOY SHOP to BANK. ,,14,23,False,False,False,False,0.9992,39,0,22,False,False,False,False,0.0008,13
