,players,BOARDWALK_owner,PARK LANE_owner,THE ZOO_owner,AQUARIUM_owner,PET SHOP_owner,TOY SHOP_owner,ROLLER COASTER_owner,FERRIS WHEEL_owner,SWIMMING POOL_owner,GO-KARTS_owner,LIBRARY_owner,MUSEUM_owner,ICE CREAM PARLOUR_owner,BAKERY_owner,PIZZA HOUSE_owner,TACO TRUCK_owner,notes,draw_win%,Little_T_REX_cash,Little_T_REX_pos,Little_T_REX_in_jail,Little_T_REX_get_out_of_jail,Little_T_REX_chance_move,Little_T_REX_bankrupt,Little_T_REX_win%,Little_T_REX_power,Little_Penguin_cash,Little_Penguin_pos,Little_Penguin_in_jail,Little_Penguin_get_out_of_jail,Little_Penguin_chance_move,Little_Penguin_bankrupt,Little_Penguin_win%,Little_Penguin_power
0,2,,,,,,,,,,,,,,,,,Game start.,0.0044,20,0,False,False,False,False,0.548,20,20,0,False,False,False,False,0.4476,20
1,2,,,,,,,,,,,,,,,,,Little_Penguin drew a chance card: PAY 2 TO BANK. ,0.0028,20,6,False,False,False,False,0.66,20,18,3,False,False,False,False,0.3372,18
2,2,,,,,,,,,Little_T_REX,,Little_Penguin,,,,,,Little_T_REX purchased SWIMMING POOL from the Bank. Little_Penguin purchased LIBRARY from the Bank. ,0.0024,18,11,False,False,False,False,0.68635,20,16,8,False,False,False,False,0.31125,18
3,2,,,,,,,Little_Penguin,Little_T_REX,Little_T_REX,,Little_Penguin,,,,,,Little_T_REX drew a chance card: FREE SPACE RED. Little_T_REX's destination is FERRIS WHEEL. Little_T_REX purchased FERRIS WHEEL from the Bank. Little_Penguin purchased ROLLER COASTER from the Bank. ,0.0064,17,13,False,False,False,False,0.594,22,13,14,False,False,False,False,0.3996,18
4,2,,,,,,Little_T_REX,Little_Penguin,Little_T_REX,Little_T_REX,,Little_Penguin,,,,,,Little_T_REX purchased TOY SHOP from the Bank. Little_Penguin drew a chance card: GET OUT OF JAIL FREE. ,0.0076,14,16,False,False,False,False,0.7716,22,13,15,False,True,False,False,0.2208,18
5,2,,,Little_T_REX,,,Little_T_REX,Little_Penguin,Little_T_REX,Little_T_REX,,Little_Penguin,,,,,,Little_T_REX purchased THE ZOO from the Bank. Little_Penguin drew a chance card: ADVANCE TO GO. ,0.0104,10,20,False,False,False,False,0.7932,22,15,0,False,True,False,False,0.1964,20
6,2,,,Little_T_REX,,,Little_T_REX,Little_Penguin,Little_T_REX,Little_T_REX,,Little_Penguin,,,,,Little_Penguin,Little_Penguin purchased TACO TRUCK from the Bank. ,0.0064,12,0,False,False,False,False,0.7772,24,14,1,False,True,False,False,0.2164,20
7,2,,,Little_T_REX,,,Little_T_REX,Little_Penguin,Little_T_REX,Little_T_REX,,Little_Penguin,,,Little_T_REX,,Little_Penguin,Little_T_REX purchased BAKERY from the Bank. ,0.00635,11,4,False,False,False,False,0.8231,24,14,6,False,True,False,False,0.17055,20
8,2,,Little_T_REX,Little_T_REX,,,Little_T_REX,Little_Penguin,Little_T_REX,Little_T_REX,,Little_Penguin,,,Little_T_REX,,Little_Penguin,Little_T_REX drew a chance card: FREE SPACE PINK DARK BLUE. Little_T_REX's destination is PARK LANE. Little_T_REX purchased PARK LANE from the Bank. ,0.008,6,22,False,False,False,False,0.8848,24,14,12,False,True,False,False,0.1072,20
9,2,,Little_T_REX,Little_T_REX,,,Little_T_REX,Little_Penguin,Little_T_REX,Little_T_REX,,Little_Penguin,,,Little_T_REX,,Little_Penguin,Little_Penguin paid Little_T_REX rent of 3. ,0.00375,11,0,False,False,False,False,0.9398,29,11,16,False,True,False,False,0.05645,17
