,players,BOARDWALK_owner,PARK LANE_owner,THE ZOO_owner,AQUARIUM_owner,PET SHOP_owner,TOY SHOP_owner,ROLLER COASTER_owner,FERRIS WHEEL_owner,SWIMMING POOL_owner,GO-KARTS_owner,LIBRARY_owner,MUSEUM_owner,ICE CREAM PARLOUR_owner,BAKERY_owner,PIZZA HOUSE_owner,TACO TRUCK_owner,notes,draw_win%,Little_T_REX_cash,Little_T_REX_pos,Little_T_REX_in_jail,Little_T_REX_get_out_of_jail,Little_T_REX_chance_move,Little_T_REX_bankrupt,Little_T_REX_win%,Little_T_REX_power,Little_Penguin_cash,Little_Penguin_pos,Little_Penguin_in_jail,Little_Penguin_get_out_of_jail,Little_Penguin_chance_move,Little_Penguin_bankrupt,Little_Penguin_win%,Little_Penguin_power
0,2,,,,,,,,,,,,,,,,,Game start.,0.0044,20,0,False,False,False,False,0.56,20,20,0,False,False,False,False,0.4356,20
1,2,,,,,,,,,,,,,,,,,Little_Penguin drew a chance card: GET 2 FROM BANK. ,0.0092,20,6,False,False,False,False,0.5844,20,22,3,False,False,False,False,0.4064,22
2,2,,,,,,,,,,,,,Little_Penguin,,,,Little_Penguin purchased ICE CREAM PARLOUR from the Bank. ,0.0104,20,12,False,False,False,False,0.526,20,21,5,False,False,False,False,0.4636,22
3,2,,,,,,,,,,,,Little_Penguin,Little_Penguin,,,,Little_T_REX drew a chance card: MOVE FORWARD UP TO 5 SPACES. Little_T_REX went to jail by landing on a GO TO JAIL Space. Little_Penguin purchased MUSEUM from the Bank. ,0.0044,20,6,True,False,False,False,0.3656,20,19,7,False,False,False,False,0.63,22
4,2,,,,,,,,Little_Penguin,,Little_T_REX,,Little_Penguin,Little_Penguin,,,,Little_T_REX purchased GO-KARTS from the Bank. Little_Penguin drew a chance card: FREE SPACE RED. Little_Penguin's destination is FERRIS WHEEL. Little_Penguin purchased FERRIS WHEEL from the Bank. ,0.004,17,10,False,False,False,False,0.328,19,16,13,False,False,False,False,0.668,22
5,2,,,,,Little_Penguin,Little_T_REX,,Little_Penguin,,Little_T_REX,,Little_Penguin,Little_Penguin,,,,Little_T_REX purchased TOY SHOP from the Bank. Little_Penguin purchased PET SHOP from the Bank. ,0.0072,14,16,False,False,False,False,0.3092,19,13,17,False,False,False,False,0.6836,22
6,2,,,Little_T_REX,,Little_Penguin,Little_T_REX,,Little_Penguin,,Little_T_REX,,Little_Penguin,Little_Penguin,,,,Little_T_REX purchased THE ZOO from the Bank. Little_Penguin drew a chance card: GET 1 FROM EVERYONE. ,0.0112,10,20,False,False,False,False,0.3896,19,13,21,False,False,False,False,0.5992,22
7,2,,,Little_T_REX,,Little_Penguin,Little_T_REX,,Little_Penguin,,Little_T_REX,,Little_Penguin,Little_Penguin,,,Little_T_REX,Little_T_REX purchased TACO TRUCK from the Bank. Little_Penguin drew a chance card: GET OUT OF JAIL FREE. ,0.012,11,1,False,False,False,False,0.3872,21,15,3,False,True,False,False,0.6008,24
8,2,,,Little_T_REX,,Little_Penguin,Little_T_REX,,Little_Penguin,,Little_T_REX,,Little_Penguin,Little_Penguin,,,Little_T_REX,Little_T_REX drew a chance card: Little T-REX. ,0.0144,11,3,False,False,True,False,0.4972,21,15,7,False,True,False,False,0.4884,24
9,2,Little_T_REX,,Little_T_REX,,Little_Penguin,Little_T_REX,,Little_Penguin,,Little_T_REX,,Little_Penguin,Little_Penguin,,,Little_T_REX,Little_T_REX purchased BOARDWALK from the Bank. ,0.0096,6,23,False,False,False,False,0.5364,21,15,13,False,True,False,False,0.454,24
10,2,Little_T_REX,,Little_T_REX,,Little_Penguin,Little_T_REX,,Little_Penguin,,Little_T_REX,,Little_Penguin,Little_Penguin,,,Little_T_REX,Little_T_REX paid Little_Penguin rent of 1. Little_Penguin paid Little_T_REX rent of 3. ,0.0168,10,5,False,False,False,False,0.6516,25,13,16,False,True,False,False,0.3316,22
11,2,Little_T_REX,,Little_T_REX,,Little_Penguin,Little_T_REX,,Little_Penguin,,Little_T_REX,,Little_Penguin,Little_Penguin,,,Little_T_REX,Little_Penguin paid Little_T_REX rent of 4. ,0.0112,14,10,False,False,False,False,0.7596,29,9,20,False,True,False,False,0.2292,18
12,2,Little_T_REX,,Little_T_REX,,Little_Penguin,Little_T_REX,,Little_Penguin,,Little_T_REX,,Little_Penguin,Little_Penguin,,,Little_T_REX,Little_T_REX paid Little_Penguin rent of 3. Little_Penguin paid Little_T_REX rent of 1. ,0.0124,12,13,False,False,False,False,0.7172,27,13,1,False,True,False,False,0.2704,22
13,2,Little_T_REX,,Little_T_REX,,Little_Penguin,Little_T_REX,,Little_Penguin,,Little_T_REX,,Little_Penguin,Little_Penguin,,,Little_T_REX,,0.0148,12,16,False,False,False,False,0.7028,27,13,6,False,True,False,False,0.2824,22
14,2,Little_T_REX,,Little_T_REX,,Little_Penguin,Little_T_REX,,Little_Penguin,,Little_T_REX,,Little_Penguin,Little_Penguin,,,Little_T_REX,Little_T_REX paid Little_Penguin rent of 3. Little_Penguin paid Little_T_REX rent of 2. ,0.0132,11,17,False,False,False,False,0.7064,26,14,10,False,True,False,False,0.2804,23
15,2,Little_T_REX,,Little_T_REX,Little_T_REX,Little_Penguin,Little_T_REX,,Little_Penguin,,Little_T_REX,,Little_Penguin,Little_Penguin,,,Little_T_REX,Little_T_REX purchased AQUARIUM from the Bank. Little_Penguin paid Little_T_REX rent of 3. ,0.004,10,19,False,False,False,False,0.9104,29,11,16,False,True,False,False,0.0856,20
16,2,Little_T_REX,,Little_T_REX,Little_T_REX,Little_Penguin,Little_T_REX,,Little_Penguin,,Little_T_REX,,Little_Penguin,Little_Penguin,,,Little_T_REX,Little_Penguin paid Little_T_REX rent of 8. ,,20,1,False,False,False,False,0.9832,39,3,19,False,True,False,False,0.0168,12
17,2,Little_T_REX,,Little_T_REX,Little_T_REX,Little_Penguin,Little_T_REX,,Little_Penguin,,Little_T_REX,,Little_Penguin,Little_Penguin,,,Little_T_REX,Little_T_REX drew a chance card: ADVANCE TO GO. Little_Penguin drew a chance card: ADVANCE TO GO KARTS. Little_Penguin paid Little_T_REX rent of 2. ,,24,0,False,False,False,False,0.99,43,3,10,False,True,False,False,0.01,12
