,players,BOARDWALK_owner,PARK LANE_owner,THE ZOO_owner,AQUARIUM_owner,PET SHOP_owner,TOY SHOP_owner,ROLLER COASTER_owner,FERRIS WHEEL_owner,SWIMMING POOL_owner,GO-KARTS_owner,LIBRARY_owner,MUSEUM_owner,ICE CREAM PARLOUR_owner,BAKERY_owner,PIZZA HOUSE_owner,TACO TRUCK_owner,notes,draw_win%,Little_T_REX_cash,Little_T_REX_pos,Little_T_REX_in_jail,Little_T_REX_get_out_of_jail,Little_T_REX_chance_move,Little_T_REX_bankrupt,Little_T_REX_win%,Little_T_REX_power,Little_Penguin_cash,Little_Penguin_pos,Little_Penguin_in_jail,Little_Penguin_get_out_of_jail,Little_Penguin_chance_move,Little_Penguin_bankrupt,Little_Penguin_win%,Little_Penguin_power
0,2,,,,,,,,,,,,,,,,,Game start.,0.0044,20,0,False,False,False,False,0.56,20,20,0,False,False,False,False,0.4356,20
1,2,,,,,,,,,,,,,Little_Penguin,,,,Little_T_REX drew a chance card: MOVE FORWARD 1 OR TAKE ANOTHER. Little_T_REX picked a new card instead of moving forward. Little_T_REX drew a chance card: GET 1 FROM EVERYONE. Little_Penguin purchased ICE CREAM PARLOUR from the Bank. ,0.0044,20,3,False,False,False,False,0.472,20,19,5,False,False,False,False,0.5236,20
2,2,,,,,,,,Little_Penguin,,,Little_T_REX,,Little_Penguin,,,,Little_T_REX purchased LIBRARY from the Bank. Little_Penguin drew a chance card: FREE SPACE LIGHT BLUE RED. Little_Penguin's destination is FERRIS WHEEL. Little_Penguin purchased FERRIS WHEEL from the Bank. ,0.0028,18,8,False,False,False,False,0.378,20,16,13,False,False,False,False,0.6192,20
3,2,,,,,,,Little_T_REX,Little_Penguin,,,Little_T_REX,,Little_Penguin,,,,Little_T_REX purchased ROLLER COASTER from the Bank. Little_Penguin drew a chance card: Little Scottie. ,0.006,15,14,False,False,False,False,0.5932,20,16,15,False,False,False,False,0.4008,20
4,2,,,,,,,Little_T_REX,Little_Penguin,,Little_T_REX,Little_T_REX,,Little_Penguin,,,,Little_T_REX drew a chance card: ADVANCE TO GO KARTS. Little_T_REX purchased GO-KARTS from the Bank. Little_Penguin went to jail by landing on a GO TO JAIL Space. ,0.004,15,10,False,False,False,False,0.7876,22,16,6,True,False,False,False,0.2084,20
5,2,,Little_T_REX,,,,,Little_T_REX,Little_Penguin,,Little_T_REX,Little_T_REX,Little_Penguin,Little_Penguin,,,,Little_T_REX drew a chance card: FREE SPACE PINK DARK BLUE. Little_T_REX's destination is PARK LANE. Little_T_REX purchased PARK LANE from the Bank. Little_Penguin purchased MUSEUM from the Bank. ,0.0056,10,22,False,False,False,False,0.7288,22,13,7,False,False,False,False,0.2656,19
6,2,Little_T_REX,Little_T_REX,,,,Little_Penguin,Little_T_REX,Little_Penguin,,Little_T_REX,Little_T_REX,Little_Penguin,Little_Penguin,,,,Little_T_REX purchased BOARDWALK from the Bank. Little_Penguin drew a chance card: FREE SPACE BROWN YELLOW. Little_Penguin's destination is TOY SHOP. Little_Penguin purchased TOY SHOP from the Bank. ,0.0024,5,23,False,False,False,False,0.7984,22,10,16,False,False,False,False,0.1992,19
7,2,Little_T_REX,Little_T_REX,,,,Little_Penguin,Little_T_REX,Little_Penguin,,Little_T_REX,Little_T_REX,Little_Penguin,Little_Penguin,,,,Little_T_REX paid Little_Penguin rent of 1. Little_Penguin went to jail by landing on a GO TO JAIL Space. ,0.002,6,5,False,False,False,False,0.7728,23,11,6,True,False,False,False,0.2252,20
8,2,Little_T_REX,Little_T_REX,,,,Little_Penguin,Little_T_REX,Little_Penguin,,Little_T_REX,Little_T_REX,Little_Penguin,Little_Penguin,,,,,0.0012,6,6,False,False,False,False,0.7136,23,10,12,False,False,False,False,0.2852,19
9,2,Little_T_REX,Little_T_REX,,,,Little_Penguin,Little_T_REX,Little_Penguin,,Little_T_REX,Little_T_REX,Little_Penguin,Little_Penguin,,,,Little_T_REX drew a chance card: GET OUT OF JAIL FREE. Little_Penguin went to jail by landing on a GO TO JAIL Space. ,0.0016,6,9,False,True,False,False,0.8104,23,10,6,True,False,False,False,0.188,19
10,2,Little_T_REX,Little_T_REX,,,,Little_Penguin,Little_T_REX,Little_Penguin,,Little_T_REX,Little_T_REX,Little_Penguin,Little_Penguin,,,,Little_Penguin paid Little_T_REX rent of 2. ,0.002,8,14,False,True,False,False,0.8616,25,7,8,False,False,False,False,0.1364,16
11,2,Little_T_REX,Little_T_REX,,,,Little_Penguin,Little_T_REX,Little_Penguin,,Little_T_REX,Little_T_REX,Little_Penguin,Little_Penguin,,,,Little_T_REX paid Little_Penguin rent of 3. Little_Penguin paid Little_T_REX rent of 2. ,0.00285,7,16,False,True,False,False,0.83165,24,8,10,False,False,False,False,0.1655,17
12,2,Little_T_REX,Little_T_REX,,,,Little_Penguin,Little_T_REX,Little_Penguin,,Little_T_REX,Little_T_REX,Little_Penguin,Little_Penguin,,,,,0.0036,7,22,False,True,False,False,0.8296,24,8,13,False,False,False,False,0.1668,17
13,2,Little_T_REX,Little_T_REX,,,,Little_Penguin,Little_T_REX,Little_Penguin,,Little_T_REX,Little_T_REX,Little_Penguin,Little_Penguin,,,,Little_Penguin went to jail by landing on a GO TO JAIL Space. ,0.0028,7,23,False,True,False,False,0.8296,24,8,6,True,False,False,False,0.1676,17
14,2,Little_T_REX,Little_T_REX,,,,Little_Penguin,Little_T_REX,Little_Penguin,,Little_T_REX,Little_T_REX,Little_Penguin,Little_Penguin,,,,Little_T_REX paid Little_Penguin rent of 1. ,0.004,8,5,False,True,False,False,0.8216,25,8,7,False,False,False,False,0.1744,17
15,2,Little_T_REX,Little_T_REX,,,,Little_Penguin,Little_T_REX,Little_Penguin,Little_T_REX,Little_T_REX,Little_T_REX,Little_Penguin,Little_Penguin,,,,Little_T_REX purchased SWIMMING POOL from the Bank. Little_Penguin paid Little_T_REX rent of 4. ,0.0024,10,11,False,True,False,False,0.9132,29,4,11,False,False,False,False,0.0844,13
16,2,Little_T_REX,Little_T_REX,,Little_T_REX,,Little_Penguin,Little_T_REX,Little_Penguin,Little_T_REX,Little_T_REX,Little_T_REX,Little_Penguin,Little_Penguin,,,,Little_T_REX drew a chance card: MOVE FORWARD UP TO 5 SPACES. Little_T_REX purchased AQUARIUM from the Bank. ,0.0032,6,19,False,True,False,False,0.942,29,4,12,False,False,False,False,0.0548,13
17,2,Little_T_REX,Little_T_REX,,Little_T_REX,,Little_Penguin,Little_T_REX,Little_Penguin,Little_T_REX,Little_T_REX,Little_T_REX,Little_Penguin,Little_Penguin,,,,,0.0012,6,23,False,True,False,False,0.9672,29,4,16,False,False,False,False,0.0316,13
