,players,BOARDWALK_owner,PARK LANE_owner,THE ZOO_owner,AQUARIUM_owner,PET SHOP_owner,TOY SHOP_owner,ROLLER COASTER_owner,FERRIS WHEEL_owner,SWIMMING POOL_owner,GO-KARTS_owner,LIBRARY_owner,MUSEUM_owner,ICE CREAM PARLOUR_owner,BAKERY_owner,PIZZA HOUSE_owner,TACO TRUCK_owner,notes,draw_win%,Little_T_REX_cash,Little_T_REX_pos,Little_T_REX_in_jail,Little_T_REX_get_out_of_jail,Little_T_REX_chance_move,Little_T_REX_bankrupt,Little_T_REX_win%,Little_T_REX_power,Little_Penguin_cash,Little_Penguin_pos,Little_Penguin_in_jail,Little_Penguin_get_out_of_jail,Little_Penguin_chance_move,Little_Penguin_bankrupt,Little_Penguin_win%,Little_Penguin_power
0,2,,,,,,,,,,,,,,,,,Game start.,0.0044,20,0,False,False,False,False,0.5604,20,20,0,False,False,False,False,0.4352,20
1,2,,,,,,,,,,,,,,,,Little_Penguin,Little_Penguin purchased TACO TRUCK from the Bank. ,0.0052,20,6,False,False,False,False,0.6072,20,19,1,False,False,False,False,0.3876,20
2,2,,,,,,,,,,,,Little_Penguin,,,,Little_Penguin,Little_T_REX drew a chance card: Little Ducky. Little_Penguin purchased MUSEUM from the Bank. ,0.0064,20,9,False,False,False,False,0.47,20,17,7,False,False,False,False,0.5236,20
3,2,,,,,,,,,Little_T_REX,,,Little_Penguin,,,,Little_Penguin,Little_T_REX purchased SWIMMING POOL from the Bank. Little_Penguin paid Little_T_REX rent of 2. ,0.0068,20,11,False,False,False,False,0.6332,22,15,11,False,False,False,False,0.36,18
4,2,,,,,Little_T_REX,,,Little_Penguin,Little_T_REX,,,Little_Penguin,,,,Little_Penguin,Little_T_REX purchased PET SHOP from the Bank. Little_Penguin purchased FERRIS WHEEL from the Bank. ,0.0036,17,17,False,False,False,False,0.6164,22,12,13,False,False,False,False,0.38,18
5,2,Little_T_REX,,,Little_Penguin,Little_T_REX,,,Little_Penguin,Little_T_REX,,,Little_Penguin,,,,Little_Penguin,Little_T_REX purchased BOARDWALK from the Bank. Little_Penguin purchased AQUARIUM from the Bank. ,0.0024,12,23,False,False,False,False,0.6188,22,8,19,False,False,False,False,0.3788,18
6,2,Little_T_REX,,,Little_Penguin,Little_T_REX,,,Little_Penguin,Little_T_REX,,,Little_Penguin,,,Little_T_REX,Little_Penguin,Little_T_REX purchased PIZZA HOUSE from the Bank. ,0.004,13,2,False,False,False,False,0.6156,24,10,1,False,False,False,False,0.3804,20
7,2,Little_T_REX,,,Little_Penguin,Little_T_REX,,,Little_Penguin,Little_T_REX,,,Little_Penguin,,,Little_T_REX,Little_Penguin,Little_Penguin paid Little_T_REX rent of 1. ,0.0048,14,6,False,False,False,False,0.654,25,9,2,False,False,False,False,0.3412,19
8,2,Little_T_REX,,,Little_Penguin,Little_T_REX,,,Little_Penguin,Little_T_REX,,,Little_Penguin,,,Little_T_REX,Little_Penguin,,0.0056,14,12,False,False,False,False,0.6436,25,9,6,False,False,False,False,0.3508,19
9,2,Little_T_REX,,,Little_Penguin,Little_T_REX,,,Little_Penguin,Little_T_REX,Little_Penguin,,Little_Penguin,,,Little_T_REX,Little_Penguin,Little_T_REX drew a chance card: Little Scottie. Little_Penguin purchased GO-KARTS from the Bank. ,0.0064,14,15,False,False,False,False,0.5904,25,7,10,False,False,False,False,0.4032,19
10,2,Little_T_REX,,,Little_Penguin,Little_T_REX,Little_T_REX,,Little_Penguin,Little_T_REX,Little_Penguin,,Little_Penguin,,,Little_T_REX,Little_Penguin,Little_T_REX purchased TOY SHOP from the Bank. Little_Penguin drew a chance card: FREE SPACE BROWN YELLOW. Little_Penguin's destination is TOY SHOP. Little_Penguin paid Little_T_REX rent of 6. ,0.0012,17,16,False,False,False,False,0.9244,31,1,16,False,False,False,False,0.0744,13
11,2,Little_T_REX,,,Little_Penguin,Little_T_REX,Little_T_REX,,Little_Penguin,Little_T_REX,Little_Penguin,,Little_Penguin,,,Little_T_REX,Little_Penguin,Little_T_REX paid Little_Penguin rent of 4. Little_Penguin drew a chance card: GET 2 FROM BANK. ,0.0064,13,19,False,False,False,False,0.7716,27,7,21,False,False,False,False,0.222,19
12,2,Little_T_REX,Little_Penguin,Little_T_REX,Little_Penguin,Little_T_REX,Little_T_REX,,Little_Penguin,Little_T_REX,Little_Penguin,,Little_Penguin,,,Little_T_REX,Little_Penguin,Little_T_REX purchased THE ZOO from the Bank. Little_Penguin purchased PARK LANE from the Bank. ,0.0048,9,20,False,False,False,False,0.754,27,2,22,False,False,False,False,0.2412,19
13,2,Little_T_REX,Little_Penguin,Little_T_REX,Little_Penguin,Little_T_REX,Little_T_REX,Little_T_REX,Little_Penguin,Little_T_REX,Little_Penguin,,Little_Penguin,,,Little_T_REX,Little_Penguin,Little_T_REX drew a chance card: FREE SPACE LIGHT BLUE RED. Little_T_REX's destination is ROLLER COASTER. Little_T_REX purchased ROLLER COASTER from the Bank. Little_Penguin paid Little_T_REX rent of 1. ,0.0052,9,14,False,False,False,False,0.8788,30,3,2,False,False,False,False,0.116,20
14,2,Little_T_REX,Little_Penguin,Little_T_REX,Little_Penguin,Little_T_REX,Little_T_REX,Little_T_REX,Little_Penguin,Little_T_REX,Little_Penguin,,Little_Penguin,,,Little_T_REX,Little_Penguin,,0.0044,9,17,False,False,False,False,0.9112,30,3,7,False,False,False,False,0.0844,20
