,players,BOARDWALK_owner,PARK LANE_owner,THE ZOO_owner,AQUARIUM_owner,PET SHOP_owner,TOY SHOP_owner,ROLLER COASTER_owner,FERRIS WHEEL_owner,SWIMMING POOL_owner,GO-KARTS_owner,LIBRARY_owner,MUSEUM_owner,ICE CREAM PARLOUR_owner,BAKERY_owner,PIZZA HOUSE_owner,TACO TRUCK_owner,notes,draw_win%,Little_T_REX_cash,Little_T_REX_pos,Little_T_REX_in_jail,Little_T_REX_get_out_of_jail,Little_T_REX_chance_move,Little_T_REX_bankrupt,Little_T_REX_win%,Little_T_REX_power,Little_Penguin_cash,Little_Penguin_pos,Little_Penguin_in_jail,Little_Penguin_get_out_of_jail,Little_Penguin_chance_move,Little_Penguin_bankrupt,Little_Penguin_win%,Little_Penguin_power
0,2,,,,,,,,,,,,,,,,,Game start.,0.0044,20,0,False,False,False,False,0.56,20,20,0,False,False,False,False,0.4356,20
1,2,,,,,,,,,,,,,Little_T_REX,,Little_Penguin,,Little_T_REX purchased ICE CREAM PARLOUR from the Bank. Little_Penguin purchased PIZZA HOUSE from the Bank. ,0.0048,19,5,False,False,False,False,0.6464,20,19,2,False,False,False,False,0.3488,20
2,2,,,,,,,,,,,Little_T_REX,,Little_T_REX,,Little_Penguin,,Little_T_REX purchased LIBRARY from the Bank. ,0.0048,17,8,False,False,False,False,0.6844,20,19,6,False,False,False,False,0.3108,20
3,2,,Little_T_REX,,,,,,,,,Little_T_REX,Little_Penguin,Little_T_REX,,Little_Penguin,,Little_T_REX drew a chance card: FREE SPACE PINK DARK BLUE. Little_T_REX's destination is PARK LANE. Little_T_REX purchased PARK LANE from the Bank. Little_Penguin purchased MUSEUM from the Bank. ,0.0068,12,22,False,False,False,False,0.5292,20,17,7,False,False,False,False,0.464,20
4,2,,Little_T_REX,,,,,,Little_Penguin,,,Little_T_REX,Little_Penguin,Little_T_REX,,Little_Penguin,,Little_T_REX paid Little_Penguin rent of 1. Little_Penguin purchased FERRIS WHEEL from the Bank. ,0.0036,13,2,False,False,False,False,0.3864,21,15,13,False,False,False,False,0.61,21
5,2,,Little_T_REX,,,,,,Little_Penguin,,,Little_T_REX,Little_Penguin,Little_T_REX,Little_T_REX,Little_Penguin,,Little_T_REX purchased BAKERY from the Bank. Little_Penguin went to jail by landing on a GO TO JAIL Space. ,0.0032,12,4,False,False,False,False,0.5096,21,15,6,True,False,False,False,0.4872,21
6,2,,Little_T_REX,,,,,,Little_Penguin,,,Little_T_REX,Little_Penguin,Little_T_REX,Little_T_REX,Little_Penguin,,Little_T_REX paid Little_Penguin rent of 2. ,0.0036,10,7,False,False,False,False,0.3916,19,16,12,False,False,False,False,0.6048,22
7,2,,Little_T_REX,,,,,,Little_Penguin,,,Little_T_REX,Little_Penguin,Little_T_REX,Little_T_REX,Little_Penguin,,Little_T_REX paid Little_Penguin rent of 3. ,0.0044,7,13,False,False,False,False,0.3608,16,19,13,False,False,False,False,0.6348,25
8,2,,Little_T_REX,,,,,Little_Penguin,Little_Penguin,,,Little_T_REX,Little_Penguin,Little_T_REX,Little_T_REX,Little_Penguin,,Little_T_REX went to jail by landing on a GO TO JAIL Space. Little_Penguin purchased ROLLER COASTER from the Bank. ,0.0004,7,6,True,False,False,False,0.11315,16,16,14,False,False,False,False,0.88645,25
9,2,,Little_T_REX,Little_Penguin,,,,Little_Penguin,Little_Penguin,,,Little_T_REX,Little_Penguin,Little_T_REX,Little_T_REX,Little_Penguin,,Little_Penguin purchased THE ZOO from the Bank. ,0.0008,6,8,False,False,False,False,0.0996,15,12,20,False,False,False,False,0.8996,25
10,2,,Little_T_REX,Little_Penguin,,,,Little_Penguin,Little_Penguin,,,Little_T_REX,Little_Penguin,Little_T_REX,Little_T_REX,Little_Penguin,,Little_T_REX paid Little_Penguin rent of 6. ,0.0004,0,14,False,False,False,False,0.01595,9,20,2,False,False,False,False,0.98365,33
11,2,,Little_T_REX,Little_Penguin,Little_T_REX,,,Little_Penguin,Little_Penguin,,,,Little_Penguin,,Little_Penguin,Little_Penguin,,Little_T_REX purchased AQUARIUM from the Bank. Little_T_REX sold ICE CREAM PARLOUR to BANK. Little_T_REX sold BAKERY to BANK. Little_T_REX sold LIBRARY to BANK. Little_Penguin purchased BAKERY from the Bank. ,,0,19,False,False,False,False,0.008,9,19,4,False,False,False,False,0.992,33
12,2,Little_T_REX,,Little_Penguin,,,,Little_Penguin,Little_Penguin,,,Little_Penguin,Little_Penguin,,Little_Penguin,Little_Penguin,,Little_T_REX purchased BOARDWALK from the Bank. Little_T_REX sold AQUARIUM to BANK. Little_T_REX sold PARK LANE to BANK. Little_Penguin purchased LIBRARY from the Bank. ,,4,23,False,False,False,False,0.00775,9,17,8,False,False,False,False,0.99225,33
13,2,Little_T_REX,,Little_Penguin,,,,Little_Penguin,Little_Penguin,,,Little_Penguin,Little_Penguin,Little_T_REX,Little_Penguin,Little_Penguin,,Little_T_REX purchased ICE CREAM PARLOUR from the Bank. ,,5,5,False,False,False,False,0.01,11,17,12,False,False,False,False,0.99,33
14,2,Little_T_REX,,Little_Penguin,,,Little_Penguin,Little_Penguin,Little_Penguin,Little_T_REX,,Little_Penguin,Little_Penguin,Little_T_REX,Little_Penguin,Little_Penguin,,Little_T_REX purchased SWIMMING POOL from the Bank. Little_Penguin purchased TOY SHOP from the Bank. ,,3,11,False,False,False,False,0.01,11,14,16,False,False,False,False,0.99,33
15,2,Little_T_REX,,Little_Penguin,,,Little_Penguin,Little_Penguin,Little_Penguin,Little_T_REX,,Little_Penguin,Little_Penguin,Little_T_REX,Little_Penguin,Little_Penguin,,Little_T_REX paid Little_Penguin rent of 3. ,,0,16,False,False,False,False,0.0012,8,17,20,False,False,False,False,0.9988,36
16,2,Little_T_REX,Little_Penguin,Little_Penguin,,,Little_Penguin,Little_Penguin,Little_Penguin,Little_T_REX,,Little_Penguin,Little_Penguin,Little_T_REX,Little_Penguin,Little_Penguin,,Little_T_REX went to jail by landing on a GO TO JAIL Space. Little_Penguin purchased PARK LANE from the Bank. ,,0,6,True,False,False,False,0.00055,8,12,22,False,False,False,False,0.99945,36
17,2,Little_T_REX,Little_Penguin,Little_Penguin,,,Little_Penguin,Little_Penguin,Little_Penguin,,Little_T_REX,Little_Penguin,Little_Penguin,,Little_Penguin,Little_Penguin,,Little_T_REX purchased GO-KARTS from the Bank. Little_T_REX sold ICE CREAM PARLOUR to BANK. Little_T_REX sold SWIMMING POOL to BANK. ,,0,10,False,False,False,False,0.00075,7,14,4,False,False,False,False,0.99925,38
18,2,,Little_Penguin,Little_Penguin,Little_T_REX,,Little_Penguin,Little_Penguin,Little_Penguin,,,Little_Penguin,Little_Penguin,,Little_Penguin,Little_Penguin,,Little_T_REX drew a chance card: FREE SPACE ORANGE GREEN. Little_T_REX's destination is AQUARIUM. Little_T_REX purchased AQUARIUM from the Bank. Little_T_REX sold GO-KARTS to BANK. Little_T_REX sold BOARDWALK to BANK. ,,3,19,False,False,False,False,,7,14,6,False,False,False,False,1.0,38
19,2,,Little_Penguin,Little_Penguin,Little_Penguin,,Little_Penguin,Little_Penguin,Little_Penguin,,Little_Penguin,Little_Penguin,Little_Penguin,,Little_Penguin,Little_Penguin,,Little_T_REX paid Little_Penguin $3.$-1 remaining. Little_T_REX sold AQUARIUM to Little_Penguin. Little_Penguin purchased GO-KARTS from the Bank. ,,3,20,False,False,False,False,,3,12,10,False,False,False,False,1.0,42
20,2,,Little_Penguin,Little_Penguin,Little_Penguin,,Little_Penguin,Little_Penguin,Little_Penguin,,Little_Penguin,Little_Penguin,Little_Penguin,,Little_Penguin,Little_Penguin,,,,5,0,False,False,False,False,,5,12,16,False,False,False,False,1.0,42
21,2,,Little_Penguin,Little_Penguin,Little_Penguin,,Little_Penguin,Little_Penguin,Little_Penguin,,Little_Penguin,Little_Penguin,Little_Penguin,Little_T_REX,Little_Penguin,Little_Penguin,,Little_T_REX purchased ICE CREAM PARLOUR from the Bank. ,,4,5,False,False,False,False,,5,12,19,False,False,False,False,1.0,42
