,players,BOARDWALK_owner,PARK LANE_owner,THE ZOO_owner,AQUARIUM_owner,PET SHOP_owner,TOY SHOP_owner,ROLLER COASTER_owner,FERRIS WHEEL_owner,SWIMMING POOL_owner,GO-KARTS_owner,LIBRARY_owner,MUSEUM_owner,ICE CREAM PARLOUR_owner,BAKERY_owner,PIZZA HOUSE_owner,TACO TRUCK_owner,notes,draw_win%,Little_T_REX_cash,Little_T_REX_pos,Little_T_REX_in_jail,Little_T_REX_get_out_of_jail,Little_T_REX_chance_move,Little_T_REX_bankrupt,Little_T_REX_win%,Little_T_REX_power,Little_Penguin_cash,Little_Penguin_pos,Little_Penguin_in_jail,Little_Penguin_get_out_of_jail,Little_Penguin_chance_move,Little_Penguin_bankrupt,Little_Penguin_win%,Little_Penguin_power
0,2,,,,,,,,,,,,,,,,,Game start.,0.0044,20,0,False,False,False,False,0.56,20,20,0,False,False,False,False,0.4356,20
1,2,,,,,,,,,,,,,,,Little_Penguin,,Little_Penguin purchased PIZZA HOUSE from the Bank. ,0.006,20,6,False,False,False,False,0.6028,20,19,2,False,False,False,False,0.3912,20
2,2,,,,,,,,,,,,Little_T_REX,,Little_Penguin,Little_Penguin,,Little_T_REX purchased MUSEUM from the Bank. Little_Penguin purchased BAKERY from the Bank. ,0.006,18,7,False,False,False,False,0.6564,20,18,4,False,False,False,False,0.3376,20
3,2,,,,,,,,Little_T_REX,,,,Little_T_REX,,Little_Penguin,Little_Penguin,,Little_T_REX purchased FERRIS WHEEL from the Bank. ,0.0024,15,13,False,False,False,False,0.72,20,18,6,False,False,False,False,0.2776,20
4,2,,,,,,,Little_T_REX,Little_T_REX,,Little_Penguin,,Little_T_REX,,Little_Penguin,Little_Penguin,,Little_T_REX purchased ROLLER COASTER from the Bank. Little_Penguin purchased GO-KARTS from the Bank. ,0.0012,12,14,False,False,False,False,0.7804,20,16,10,False,False,False,False,0.2184,20
5,2,,,,Little_T_REX,,,Little_T_REX,Little_T_REX,,Little_Penguin,,Little_T_REX,,Little_Penguin,Little_Penguin,,Little_T_REX purchased AQUARIUM from the Bank. ,0.0024,8,19,False,False,False,False,0.8016,20,16,12,False,False,False,False,0.196,20
6,2,,Little_T_REX,,Little_T_REX,,,Little_T_REX,Little_T_REX,,Little_Penguin,,Little_T_REX,,Little_Penguin,Little_Penguin,,Little_T_REX purchased PARK LANE from the Bank. Little_Penguin drew a chance card: Little Scottie. ,0.0048,3,22,False,False,False,False,0.7592,20,16,15,False,False,False,False,0.236,20
7,2,,Little_T_REX,,Little_T_REX,Little_Penguin,,Little_T_REX,Little_T_REX,,Little_Penguin,,Little_T_REX,,Little_Penguin,Little_Penguin,,Little_T_REX drew a chance card: GET 2 FROM BANK. Little_Penguin purchased PET SHOP from the Bank. ,0.0016,7,3,False,False,False,False,0.7816,24,13,17,False,False,False,False,0.2168,20
8,2,Little_Penguin,Little_T_REX,,Little_T_REX,Little_Penguin,,Little_T_REX,Little_T_REX,,Little_Penguin,,Little_T_REX,,Little_Penguin,Little_Penguin,,Little_T_REX drew a chance card: GET OUT OF JAIL FREE. Little_Penguin purchased BOARDWALK from the Bank. ,0.0024,7,9,False,True,False,False,0.6812,24,8,23,False,False,False,False,0.3164,20
9,2,Little_Penguin,Little_T_REX,,Little_T_REX,Little_Penguin,,Little_T_REX,Little_T_REX,,Little_Penguin,,Little_T_REX,,Little_Penguin,Little_Penguin,,,0.0044,7,13,False,True,False,False,0.7068,24,10,2,False,False,False,False,0.2888,22
