,players,BOARDWALK_owner,PARK LANE_owner,THE ZOO_owner,AQUARIUM_owner,PET SHOP_owner,TOY SHOP_owner,ROLLER COASTER_owner,FERRIS WHEEL_owner,SWIMMING POOL_owner,GO-KARTS_owner,LIBRARY_owner,MUSEUM_owner,ICE CREAM PARLOUR_owner,BAKERY_owner,PIZZA HOUSE_owner,TACO TRUCK_owner,notes,draw_win%,Little_T_REX_cash,Little_T_REX_pos,Little_T_REX_in_jail,Little_T_REX_get_out_of_jail,Little_T_REX_chance_move,Little_T_REX_bankrupt,Little_T_REX_win%,Little_T_REX_power,Little_Penguin_cash,Little_Penguin_pos,Little_Penguin_in_jail,Little_Penguin_get_out_of_jail,Little_Penguin_chance_move,Little_Penguin_bankrupt,Little_Penguin_win%,Little_Penguin_power,Little_Scottie_cash,Little_Scottie_pos,Little_Scottie_in_jail,Little_Scottie_get_out_of_jail,Little_Scottie_chance_move,Little_Scottie_bankrupt,Little_Scottie_win%,Little_Scottie_power
0,3,,,,,,,,,,,,,,,,,Game start.,0.0448,18,0,False,False,False,False,0.4124,18,18,0,False,False,False,False,0.2904,18,18,0,False,False,False,False,0.2524,18
1,3,,,,,,,,,,,,,,,,Little_T_REX,Little_T_REX purchased TACO TRUCK from the Bank. Little_Scottie drew a chance card: GET OUT OF JAIL FREE. ,0.0304,17,1,False,False,False,False,0.2804,18,18,6,False,False,False,False,0.4356,18,18,3,False,True,False,False,0.2536,18
2,3,,,,,,,,Little_T_REX,,,,,Little_Scottie,,,Little_T_REX,Little_T_REX drew a chance card: FREE SPACE RED. Little_T_REX's destination is FERRIS WHEEL. Little_T_REX purchased FERRIS WHEEL from the Bank. Little_Scottie purchased ICE CREAM PARLOUR from the Bank. ,0.0312,14,13,False,False,False,False,0.6276,18,18,12,False,False,False,False,0.1696,18,17,5,False,True,False,False,0.1716,18
3,3,,,,,,Little_Penguin,Little_T_REX,Little_T_REX,Little_Scottie,,,,Little_Scottie,,,Little_T_REX,Little_T_REX purchased ROLLER COASTER from the Bank. Little_Penguin purchased TOY SHOP from the Bank. Little_Scottie purchased SWIMMING POOL from the Bank. ,0.0232,11,14,False,False,False,False,0.6584,18,15,16,False,False,False,False,0.2328,18,15,11,False,True,False,False,0.0856,18
4,3,,Little_Penguin,,Little_T_REX,,Little_Penguin,Little_T_REX,Little_T_REX,Little_Scottie,,,,Little_Scottie,,,Little_T_REX,Little_T_REX purchased AQUARIUM from the Bank. Little_Penguin purchased PARK LANE from the Bank. ,0.012,7,19,False,False,False,False,0.6896,18,10,22,False,False,False,False,0.2464,18,15,12,False,True,False,False,0.052,18
5,3,Little_T_REX,Little_Penguin,,Little_T_REX,,Little_Penguin,Little_T_REX,Little_T_REX,Little_Scottie,,,,Little_Scottie,,Little_Penguin,Little_T_REX,Little_T_REX purchased BOARDWALK from the Bank. Little_Penguin purchased PIZZA HOUSE from the Bank. Little_Scottie went to jail by landing on a GO TO JAIL Space. ,0.0148,2,23,False,False,False,False,0.7424,18,11,2,False,False,False,False,0.172,20,15,6,True,True,False,False,0.0708,18
6,3,Little_T_REX,Little_Penguin,,Little_T_REX,,Little_Penguin,Little_T_REX,Little_T_REX,Little_Scottie,,,,Little_Scottie,Little_T_REX,Little_Penguin,Little_T_REX,Little_T_REX purchased BAKERY from the Bank. Little_Penguin paid Little_T_REX rent of 1. Little_Scottie used a GET_OUT_OF_JAIL_CARD card. ,0.018,4,4,False,False,False,False,0.8124,21,10,4,False,False,False,False,0.1416,19,15,12,False,False,False,False,0.028,18
7,3,Little_T_REX,Little_Penguin,,Little_T_REX,,Little_Penguin,Little_T_REX,Little_T_REX,Little_Scottie,Little_Penguin,,,Little_Scottie,Little_T_REX,Little_Penguin,Little_T_REX,Little_T_REX paid Little_Scottie rent of 1. Little_Penguin purchased GO-KARTS from the Bank. Little_Scottie paid Little_Penguin rent of 3. ,0.03,3,5,False,False,False,False,0.6496,20,11,10,False,False,False,False,0.2912,22,13,16,False,False,False,False,0.0292,16
8,3,Little_T_REX,Little_Penguin,,Little_T_REX,Little_Scottie,Little_Penguin,Little_T_REX,Little_T_REX,Little_Scottie,Little_Penguin,,,Little_Scottie,Little_T_REX,Little_Penguin,Little_T_REX,Little_T_REX drew a chance card: ADVANCE TO BOARDWALK. Little_Penguin paid Little_Scottie rent of 2. Little_Scottie purchased PET SHOP from the Bank. ,0.0196,3,23,False,False,False,False,0.832,20,9,11,False,False,False,False,0.1096,20,12,17,False,False,False,False,0.0388,18
9,3,Little_T_REX,Little_Penguin,,Little_T_REX,Little_Scottie,Little_Penguin,Little_T_REX,Little_T_REX,Little_Scottie,Little_Penguin,,,Little_Scottie,Little_T_REX,Little_Penguin,Little_T_REX,Little_Penguin paid Little_T_REX rent of 6. Little_Scottie drew a chance card: Little T-REX. ,0.0024,11,1,False,False,True,False,0.9864,28,3,14,False,False,False,False,0.0056,14,12,21,False,False,False,False,0.0056,18
