,players,BOARDWALK_owner,PARK LANE_owner,THE ZOO_owner,AQUARIUM_owner,PET SHOP_owner,TOY SHOP_owner,ROLLER COASTER_owner,FERRIS WHEEL_owner,SWIMMING POOL_owner,GO-KARTS_owner,LIBRARY_owner,MUSEUM_owner,ICE CREAM PARLOUR_owner,BAKERY_owner,PIZZA HOUSE_owner,TACO TRUCK_owner,notes,draw_win%,Little_T_REX_cash,Little_T_REX_pos,Little_T_REX_in_jail,Little_T_REX_get_out_of_jail,Little_T_REX_chance_move,Little_T_REX_bankrupt,Little_T_REX_win%,Little_T_REX_power,Little_Penguin_cash,Little_Penguin_pos,Little_Penguin_in_jail,Little_Penguin_get_out_of_jail,Little_Penguin_chance_move,Little_Penguin_bankrupt,Little_Penguin_win%,Little_Penguin_power,Little_Scottie_cash,Little_Scottie_pos,Little_Scottie_in_jail,Little_Scottie_get_out_of_jail,Little_Scottie_chance_move,Little_Scottie_bankrupt,Little_Scottie_win%,Little_Scottie_power
0,3,,,,,,,,,,,,,,,,,Game start.,0.0456,18,0,False,False,False,False,0.4124,18,18,0,False,False,False,False,0.29,18,18,0,False,False,False,False,0.252,18
1,3,,,,,,,,,,,,,,,Little_Penguin,Little_T_REX,Little_T_REX purchased TACO TRUCK from the Bank. Little_Penguin purchased PIZZA HOUSE from the Bank. Little_Scottie paid Little_T_REX rent of 1. ,0.0372,18,1,False,False,False,False,0.3981,19,17,2,False,False,False,False,0.3714,18,17,1,False,False,False,False,0.1933,17
2,3,,,,,,,,,,,Little_Penguin,,,,Little_Penguin,Little_T_REX,Little_Penguin purchased LIBRARY from the Bank. Little_Scottie paid Little_Penguin rent of 1. ,0.0224,18,6,False,False,False,False,0.3588,19,16,8,False,False,False,False,0.5196,19,16,2,False,False,False,False,0.0992,16
3,3,,,,,,,,,,,Little_Penguin,,Little_Scottie,,Little_Penguin,Little_T_REX,Little_T_REX drew a chance card: Little Ducky. Little_Scottie purchased ICE CREAM PARLOUR from the Bank. ,0.0424,18,9,False,False,False,False,0.3432,19,16,12,False,False,False,False,0.4564,19,15,5,False,False,False,False,0.158,16
4,3,,,,,Little_Penguin,,Little_T_REX,,,,Little_Penguin,,Little_Scottie,,Little_Penguin,Little_T_REX,Little_T_REX purchased ROLLER COASTER from the Bank. Little_Penguin purchased PET SHOP from the Bank. Little_Scottie paid Little_Penguin rent of 2. ,0.0416,15,14,False,False,False,False,0.3272,19,15,17,False,False,False,False,0.5496,21,13,8,False,False,False,False,0.0816,14
5,3,Little_Scottie,,,Little_Penguin,Little_Penguin,Little_T_REX,Little_T_REX,,,,Little_Penguin,,Little_Scottie,,Little_Penguin,Little_T_REX,Little_T_REX purchased TOY SHOP from the Bank. Little_Penguin purchased AQUARIUM from the Bank. Little_Scottie drew a chance card: ADVANCE TO BOARDWALK. Little_Scottie purchased BOARDWALK from the Bank. ,0.0576,12,16,False,False,False,False,0.2632,19,11,19,False,False,False,False,0.5608,21,8,23,False,False,False,False,0.1184,14
6,3,Little_Scottie,,Little_T_REX,Little_Penguin,Little_Penguin,Little_T_REX,Little_T_REX,,,,Little_Penguin,,Little_Scottie,Little_Scottie,Little_Penguin,Little_T_REX,Little_T_REX purchased THE ZOO from the Bank. Little_Penguin paid Little_Scottie rent of 5. Little_Scottie purchased BAKERY from the Bank. ,0.05,8,20,False,False,False,False,0.3972,19,6,23,False,False,False,False,0.2628,16,14,4,False,False,False,False,0.29,21
7,3,Little_Scottie,,Little_T_REX,Little_Penguin,Little_Penguin,Little_T_REX,Little_T_REX,,,,Little_Penguin,,Little_Scottie,Little_Scottie,Little_Penguin,Little_T_REX,Little_T_REX paid Little_Scottie rent of 5. ,0.0504,3,23,False,False,False,False,0.2612,14,8,0,False,False,False,False,0.3092,18,19,5,False,False,False,False,0.3792,26
8,3,Little_Scottie,,Little_T_REX,Little_Penguin,Little_Penguin,Little_T_REX,Little_T_REX,,,Little_Scottie,Little_Penguin,,Little_Scottie,Little_Scottie,Little_Penguin,Little_T_REX,Little_T_REX paid Little_Scottie rent of 2. Little_Penguin paid Little_Scottie rent of 2. Little_Scottie purchased GO-KARTS from the Bank. ,0.03375,3,4,False,False,False,False,0.2353,14,6,5,False,False,False,False,0.2381,16,21,10,False,False,False,False,0.49285,30
9,3,Little_Scottie,,Little_T_REX,Little_Penguin,Little_Penguin,Little_T_REX,Little_T_REX,,,Little_Scottie,Little_Penguin,,Little_Scottie,Little_Scottie,Little_Penguin,Little_T_REX,Little_Penguin drew a chance card: GET 2 FROM BANK. ,0.0496,3,6,False,False,False,False,0.2348,14,8,9,False,False,False,False,0.3008,18,21,12,False,False,False,False,0.4148,30
10,3,Little_Scottie,Little_Penguin,Little_T_REX,Little_Penguin,Little_Penguin,Little_T_REX,Little_T_REX,,Little_T_REX,Little_Scottie,Little_Penguin,,Little_Scottie,Little_Scottie,Little_Penguin,Little_T_REX,Little_T_REX purchased SWIMMING POOL from the Bank. Little_Penguin drew a chance card: FREE SPACE PINK DARK BLUE. Little_Penguin's destination is PARK LANE. Little_Penguin purchased PARK LANE from the Bank. Little_Scottie paid Little_T_REX rent of 3. ,0.0776,4,11,False,False,False,False,0.2584,17,3,22,False,False,False,False,0.4528,18,18,16,False,False,False,False,0.2112,27
11,3,Little_Scottie,Little_Penguin,Little_T_REX,Little_Penguin,Little_Penguin,Little_T_REX,Little_T_REX,Little_T_REX,Little_T_REX,Little_Scottie,Little_Penguin,,Little_Scottie,Little_Scottie,Little_Penguin,Little_T_REX,Little_T_REX purchased FERRIS WHEEL from the Bank. Little_Penguin paid Little_Scottie rent of 2. Little_Scottie went to jail by landing on a GO TO JAIL Space. ,0.0388,1,13,False,False,False,False,0.496,17,3,4,False,False,False,False,0.324,18,20,6,True,False,False,False,0.1412,29
12,3,Little_Scottie,Little_Penguin,Little_T_REX,Little_Penguin,Little_Penguin,Little_T_REX,Little_T_REX,Little_T_REX,Little_T_REX,Little_Scottie,Little_Penguin,,Little_Scottie,Little_Scottie,Little_Penguin,Little_T_REX,Little_T_REX went to jail by landing on a GO TO JAIL Space. Little_Penguin paid Little_Scottie rent of 2. ,0.02005,1,6,True,False,False,False,0.65465,17,1,5,False,False,False,False,0.11785,16,21,10,False,False,False,False,0.20745,30
13,3,Little_Scottie,Little_Penguin,Little_T_REX,Little_Penguin,Little_Penguin,Little_T_REX,Little_T_REX,Little_T_REX,Little_T_REX,Little_Scottie,Little_Penguin,,Little_Scottie,Little_Scottie,Little_Scottie,Little_T_REX,Little_T_REX drew a chance card: FREE SPACE BROWN YELLOW. Little_T_REX's destination is TOY SHOP. Little_Penguin paid Little_Scottie $1.$-1 remaining. Little_Penguin sold PIZZA HOUSE to Little_Scottie. Little_Scottie drew a chance card: FREE SPACE LIGHT BLUE RED. Little_Scottie's destination is FERRIS WHEEL. Little_Scottie paid Little_T_REX rent of 6. ,0.014,6,16,False,False,False,False,0.866,22,0,10,False,False,False,False,0.0512,14,18,13,False,False,False,False,0.0688,28
