,players,BOARDWALK_owner,PARK LANE_owner,THE ZOO_owner,AQUARIUM_owner,PET SHOP_owner,TOY SHOP_owner,ROLLER COASTER_owner,FERRIS WHEEL_owner,SWIMMING POOL_owner,GO-KARTS_owner,LIBRARY_owner,MUSEUM_owner,ICE CREAM PARLOUR_owner,BAKERY_owner,PIZZA HOUSE_owner,TACO TRUCK_owner,notes,draw_win%,Little_T_REX_cash,Little_T_REX_pos,Little_T_REX_in_jail,Little_T_REX_get_out_of_jail,Little_T_REX_chance_move,Little_T_REX_bankrupt,Little_T_REX_win%,Little_T_REX_power,Little_Penguin_cash,Little_Penguin_pos,Little_Penguin_in_jail,Little_Penguin_get_out_of_jail,Little_Penguin_chance_move,Little_Penguin_bankrupt,Little_Penguin_win%,Little_Penguin_power,Little_Scottie_cash,Little_Scottie_pos,Little_Scottie_in_jail,Little_Scottie_get_out_of_jail,Little_Scottie_chance_move,Little_Scottie_bankrupt,Little_Scottie_win%,Little_Scottie_power
0,3,,,,,,,,,,,,,,,,,Game start.,0.05,18,0,False,False,False,False,0.4016,18,18,0,False,False,False,False,0.2902,18,18,0,False,False,False,False,0.2582,18
1,3,,,,,,,,,,,,,Little_Scottie,Little_T_REX,,,Little_T_REX purchased BAKERY from the Bank. Little_Penguin drew a chance card: GET 1 FROM EVERYONE. Little_Scottie purchased ICE CREAM PARLOUR from the Bank. ,0.0404,17,4,False,False,False,False,0.4148,18,18,3,False,False,False,False,0.23475,18,17,5,False,False,False,False,0.31005,18
2,3,,,,,,,,,Little_Scottie,Little_T_REX,,Little_Penguin,Little_Scottie,Little_T_REX,,,Little_T_REX purchased GO-KARTS from the Bank. Little_Penguin purchased MUSEUM from the Bank. Little_Scottie purchased SWIMMING POOL from the Bank. ,0.0316,15,10,False,False,False,False,0.402,18,16,7,False,False,False,False,0.2348,18,15,11,False,False,False,False,0.3316,18
3,3,,,,,,,,Little_Scottie,Little_Scottie,Little_T_REX,,Little_Penguin,Little_Scottie,Little_T_REX,,,Little_Penguin drew a chance card: ADVANCE TO GO. Little_Scottie purchased FERRIS WHEEL from the Bank. ,0.0444,15,12,False,False,False,False,0.3156,18,18,0,False,False,False,False,0.1204,20,12,13,False,False,False,False,0.5196,18
4,3,,,,,,,Little_Scottie,Little_Scottie,Little_Scottie,Little_T_REX,,Little_Penguin,Little_Scottie,Little_T_REX,,,Little_T_REX paid Little_Scottie rent of 3. Little_Penguin paid Little_Scottie rent of 1. Little_Scottie purchased ROLLER COASTER from the Bank. ,0.0224,12,13,False,False,False,False,0.1092,15,17,5,False,False,False,False,0.0444,19,13,14,False,False,False,False,0.824,22
5,3,,,Little_Scottie,Little_T_REX,,,Little_Scottie,Little_Scottie,Little_Scottie,Little_T_REX,,Little_Penguin,Little_Scottie,Little_T_REX,,,Little_T_REX purchased AQUARIUM from the Bank. Little_Penguin paid Little_T_REX rent of 2. Little_Scottie purchased THE ZOO from the Bank. ,0.0168,10,19,False,False,False,False,0.0772,17,15,10,False,False,False,False,0.0304,17,9,20,False,False,False,False,0.8756,22
6,3,,Little_T_REX,Little_Scottie,Little_T_REX,,,Little_Scottie,Little_Scottie,Little_Scottie,Little_T_REX,,Little_Penguin,Little_Scottie,Little_T_REX,,,Little_T_REX purchased PARK LANE from the Bank. Little_Penguin paid Little_Scottie rent of 6. ,0.0232,5,22,False,False,False,False,0.154,17,9,14,False,False,False,False,0.0096,11,17,0,False,False,False,False,0.8132,30
7,3,,Little_T_REX,Little_Scottie,Little_T_REX,,,Little_Scottie,Little_Scottie,Little_Scottie,Little_T_REX,,Little_Penguin,Little_Scottie,Little_T_REX,Little_Scottie,,Little_T_REX drew a chance card: MOVE FORWARD UP TO 5 SPACES. Little_T_REX paid Little_Penguin rent of 2. Little_Penguin paid Little_T_REX rent of 4. Little_Scottie purchased PIZZA HOUSE from the Bank. ,0.02005,9,7,False,False,False,False,0.13145,21,7,19,False,False,False,False,0.0016,9,16,2,False,False,False,False,0.8469,30
8,3,,Little_T_REX,Little_Scottie,Little_T_REX,,,Little_Scottie,Little_Scottie,Little_Scottie,Little_T_REX,,Little_Penguin,Little_Scottie,Little_T_REX,Little_Scottie,,Little_T_REX drew a chance card: FREE SPACE ORANGE GREEN. Little_T_REX's destination is AQUARIUM. Little_Penguin paid Little_T_REX rent of 5. ,0.0376,14,19,False,False,False,False,0.1696,26,2,22,False,False,False,False,,4,16,5,False,False,False,False,0.7928,30
9,3,,Little_T_REX,Little_Scottie,Little_T_REX,,,Little_Scottie,Little_Scottie,Little_Scottie,Little_T_REX,,Little_Penguin,Little_Scottie,Little_T_REX,Little_Scottie,Little_Penguin,Little_Penguin purchased TACO TRUCK from the Bank. Little_Scottie paid Little_T_REX rent of 2. ,0.0396,18,0,False,False,False,False,0.1462,30,3,1,False,False,False,False,,6,14,10,False,False,False,False,0.8142,28
10,3,,Little_T_REX,Little_Scottie,Little_T_REX,,,Little_Scottie,Little_Scottie,Little_Scottie,Little_T_REX,,Little_Penguin,Little_Scottie,Little_T_REX,Little_Scottie,Little_Penguin,Little_T_REX paid Little_Scottie rent of 1. Little_Penguin paid Little_Scottie rent of 1. ,0.0404,17,5,False,False,False,False,0.1408,29,2,5,False,False,False,False,,5,16,14,False,False,False,False,0.8188,30
11,3,,Little_T_REX,Little_Scottie,Little_T_REX,,,Little_Scottie,Little_Scottie,Little_Scottie,Little_T_REX,,Little_Penguin,Little_Scottie,Little_T_REX,Little_Scottie,Little_Penguin,Little_T_REX paid Little_Scottie rent of 2. Little_Penguin drew a chance card: ADVANCE TO GO KARTS. Little_Penguin paid Little_T_REX rent of 2. Little_Scottie drew a chance card: Little T-REX. ,0.0492,17,11,False,False,True,False,0.3676,29,0,10,False,False,False,False,,3,18,15,False,False,False,False,0.5832,32
