,players,BOARDWALK_owner,PARK LANE_owner,THE ZOO_owner,AQUARIUM_owner,PET SHOP_owner,TOY SHOP_owner,ROLLER COASTER_owner,FERRIS WHEEL_owner,SWIMMING POOL_owner,GO-KARTS_owner,LIBRARY_owner,MUSEUM_owner,ICE CREAM PARLOUR_owner,BAKERY_owner,PIZZA HOUSE_owner,TACO TRUCK_owner,notes,draw_win%,Little_T_REX_cash,Little_T_REX_pos,Little_T_REX_in_jail,Little_T_REX_get_out_of_jail,Little_T_REX_chance_move,Little_T_REX_bankrupt,Little_T_REX_win%,Little_T_REX_power,Little_Penguin_cash,Little_Penguin_pos,Little_Penguin_in_jail,Little_Penguin_get_out_of_jail,Little_Penguin_chance_move,Little_Penguin_bankrupt,Little_Penguin_win%,Little_Penguin_power,Little_Scottie_cash,Little_Scottie_pos,Little_Scottie_in_jail,Little_Scottie_get_out_of_jail,Little_Scottie_chance_move,Little_Scottie_bankrupt,Little_Scottie_win%,Little_Scottie_power
0,3,,,,,,,,,,,,,,,,,Game start.,0.0448,18,0,False,False,False,False,0.412,18,18,0,False,False,False,False,0.2908,18,18,0,False,False,False,False,0.2524,18
1,3,,,,,,,,,,,,,,,,,Little_Penguin drew a chance card: GET OUT OF JAIL FREE. ,0.04,18,6,False,False,False,False,0.4268,18,18,3,False,True,False,False,0.2684,18,18,6,False,False,False,False,0.2648,18
2,3,,,,,,,,,,,,,,,,,Little_Scottie drew a chance card: Little Scottie. ,0.0512,18,12,False,False,False,False,0.386,18,18,6,False,True,False,False,0.2768,18,18,9,False,False,True,False,0.286,18
3,3,Little_Scottie,,,,,,Little_T_REX,,,,,,,,,,Little_T_REX purchased ROLLER COASTER from the Bank. Little_Penguin drew a chance card: GET OUT OF JAIL FREE. Little_Scottie purchased BOARDWALK from the Bank. ,0.0528,15,14,False,False,False,False,0.496,18,18,9,False,True,False,False,0.1704,18,13,23,False,False,False,False,0.2808,18
4,3,Little_Scottie,,,,,Little_T_REX,Little_T_REX,Little_Penguin,,,,,Little_Scottie,,,,Little_T_REX drew a chance card: FREE SPACE BROWN YELLOW. Little_T_REX's destination is TOY SHOP. Little_T_REX purchased TOY SHOP from the Bank. Little_Penguin purchased FERRIS WHEEL from the Bank. Little_Scottie purchased ICE CREAM PARLOUR from the Bank. ,0.0404,12,16,False,False,False,False,0.5516,18,15,13,False,True,False,False,0.1312,18,14,5,False,False,False,False,0.2768,20
5,3,Little_Scottie,,,,Little_T_REX,Little_T_REX,Little_T_REX,Little_Penguin,Little_Scottie,,,,Little_Scottie,,,,Little_T_REX purchased PET SHOP from the Bank. Little_Penguin went to jail by landing on a GO TO JAIL Space. Little_Scottie purchased SWIMMING POOL from the Bank. ,0.0256,9,17,False,False,False,False,0.758,18,15,6,True,True,False,False,0.042,18,12,11,False,False,False,False,0.1744,20
6,3,Little_Scottie,,,,Little_T_REX,Little_T_REX,Little_T_REX,Little_Penguin,Little_Scottie,,Little_Penguin,,Little_Scottie,,,,Little_T_REX drew a chance card: GET OUT OF JAIL FREE. Little_Penguin used a GET_OUT_OF_JAIL_CARD card. Little_Penguin purchased LIBRARY from the Bank. ,0.0296,9,21,False,True,False,False,0.6972,18,13,8,False,False,False,False,0.0792,18,12,12,False,False,False,False,0.194,20
7,3,Little_Scottie,,,,Little_T_REX,Little_T_REX,Little_T_REX,Little_Penguin,Little_Scottie,,Little_Penguin,,Little_Scottie,,,,Little_Penguin drew a chance card: GET OUT OF JAIL FREE. Little_Scottie paid Little_T_REX rent of 6. ,0.0248,17,0,False,True,False,False,0.7272,26,13,9,False,True,False,False,0.0668,18,6,17,False,False,False,False,0.1812,14
8,3,Little_Scottie,,,,Little_T_REX,Little_T_REX,Little_T_REX,Little_Penguin,Little_Scottie,,Little_Penguin,,Little_Scottie,,,Little_T_REX,Little_T_REX purchased TACO TRUCK from the Bank. Little_Scottie drew a chance card: GET OUT OF JAIL FREE. ,0.0296,16,1,False,True,False,False,0.7788,26,13,13,False,True,False,False,0.0728,18,6,21,False,True,False,False,0.1188,14
9,3,Little_Scottie,,,Little_Penguin,Little_T_REX,Little_T_REX,Little_T_REX,Little_Penguin,Little_Scottie,,Little_Penguin,,Little_Scottie,,,Little_T_REX,Little_T_REX drew a chance card: GET OUT OF JAIL FREE. Little_Penguin drew a chance card: FREE SPACE ORANGE GREEN. Little_Penguin's destination is AQUARIUM. Little_Penguin purchased AQUARIUM from the Bank. ,0.0392,16,3,False,True,False,False,0.6784,26,9,19,False,True,False,False,0.2152,18,6,23,False,True,False,False,0.0672,14
10,3,Little_Scottie,Little_Penguin,,Little_Penguin,Little_T_REX,Little_T_REX,Little_T_REX,Little_Penguin,Little_Scottie,,Little_Penguin,,Little_Scottie,Little_T_REX,,Little_T_REX,Little_T_REX purchased BAKERY from the Bank. Little_Penguin purchased PARK LANE from the Bank. Little_Scottie paid Little_T_REX rent of 1. ,0.028,16,4,False,True,False,False,0.7272,27,4,22,False,True,False,False,0.2036,18,7,1,False,True,False,False,0.0412,15
11,3,Little_Scottie,Little_Penguin,,Little_Penguin,Little_T_REX,Little_T_REX,Little_T_REX,Little_Penguin,Little_Scottie,,Little_Scottie,,Little_Scottie,Little_T_REX,,Little_T_REX,Little_Penguin paid Little_Scottie $4.$-1 remaining. Little_Penguin sold LIBRARY to Little_Scottie. Little_Scottie drew a chance card: FREE SPACE LIGHT BLUE RED. Little_Scottie's destination is FERRIS WHEEL. Little_Scottie paid Little_Penguin rent of 3. ,0.0284,16,6,False,True,False,False,0.7644,27,4,23,False,True,False,False,0.1572,16,7,13,False,True,False,False,0.05,17
12,3,Little_Scottie,Little_Penguin,,Little_Penguin,Little_T_REX,Little_T_REX,Little_T_REX,Little_Penguin,Little_Scottie,,Little_Scottie,,Little_Scottie,Little_T_REX,,Little_T_REX,Little_T_REX paid Little_Scottie rent of 2. Little_Penguin drew a chance card: GET OUT OF JAIL FREE. Little_Scottie paid Little_T_REX rent of 6. ,0.0332,20,11,False,True,False,False,0.7456,31,6,3,False,True,False,False,0.1808,18,3,16,False,True,False,False,0.0404,13
13,3,Little_Scottie,Little_Penguin,,Little_Penguin,Little_T_REX,Little_T_REX,Little_T_REX,Little_Penguin,Little_T_REX,,Little_Scottie,Little_Penguin,Little_T_REX,Little_T_REX,,Little_T_REX,Little_Penguin purchased MUSEUM from the Bank. Little_Scottie paid Little_T_REX $3.$-3 remaining. Little_Scottie sold ICE CREAM PARLOUR to Little_T_REX. Little_Scottie sold SWIMMING POOL to Little_T_REX. ,0.0184,23,12,False,True,False,False,0.846,37,4,7,False,True,False,False,0.134,18,0,17,False,True,False,False,0.0016,7
14,3,Little_Penguin,Little_Penguin,,Little_Penguin,Little_T_REX,Little_T_REX,Little_T_REX,Little_Penguin,Little_T_REX,,Little_Penguin,Little_Penguin,Little_T_REX,Little_T_REX,,Little_T_REX,Little_Penguin paid Little_T_REX rent of 2. Little_Scottie paid Little_Penguin $0.$-5 remaining. Little_Scottie sold LIBRARY to Little_Penguin. Little_Scottie sold BOARDWALK to Little_Penguin. ,0.016,25,14,False,True,False,False,0.8216,39,0,11,False,True,False,False,0.1624,21,2,22,False,True,False,False,,2
15,3,Little_Penguin,Little_Penguin,Little_T_REX,Little_Penguin,Little_T_REX,Little_T_REX,Little_T_REX,Little_Penguin,Little_T_REX,,Little_Penguin,Little_Penguin,Little_T_REX,Little_T_REX,Little_Scottie,Little_T_REX,Little_T_REX purchased THE ZOO from the Bank. Little_Scottie purchased PIZZA HOUSE from the Bank. ,0.0228,21,20,False,True,False,False,0.7736,39,0,13,False,True,False,False,0.2036,21,3,2,False,True,False,False,,4
