,players,BOARDWALK_owner,PARK LANE_owner,THE ZOO_owner,AQUARIUM_owner,PET SHOP_owner,TOY SHOP_owner,ROLLER COASTER_owner,FERRIS WHEEL_owner,SWIMMING POOL_owner,GO-KARTS_owner,LIBRARY_owner,MUSEUM_owner,ICE CREAM PARLOUR_owner,BAKERY_owner,PIZZA HOUSE_owner,TACO TRUCK_owner,notes,draw_win%,Little_T_REX_cash,Little_T_REX_pos,Little_T_REX_in_jail,Little_T_REX_get_out_of_jail,Little_T_REX_chance_move,Little_T_REX_bankrupt,Little_T_REX_win%,Little_T_REX_power,Little_Penguin_cash,Little_Penguin_pos,Little_Penguin_in_jail,Little_Penguin_get_out_of_jail,Little_Penguin_chance_move,Little_Penguin_bankrupt,Little_Penguin_win%,Little_Penguin_power,Little_Scottie_cash,Little_Scottie_pos,Little_Scottie_in_jail,Little_Scottie_get_out_of_jail,Little_Scottie_chance_move,Little_Scottie_bankrupt,Little_Scottie_win%,Little_Scottie_power
0,3,,,,,,,,,,,,,,,,,Game start.,0.0448,18,0,False,False,False,False,0.4128,18,18,0,False,False,False,False,0.2904,18,18,0,False,False,False,False,0.252,18
1,3,Little_Penguin,,,,,,,,,,,,,,,Little_Scottie,Little_T_REX drew a chance card: Little Penguin. Little_Penguin purchased BOARDWALK from the Bank. Little_Scottie purchased TACO TRUCK from the Bank. ,0.0428,18,3,False,False,False,False,0.3488,18,13,23,False,False,False,False,0.4004,18,17,1,False,False,False,False,0.208,18
2,3,Little_Penguin,,,,,,,,,,,Little_Scottie,Little_T_REX,,,Little_Scottie,Little_T_REX purchased ICE CREAM PARLOUR from the Bank. Little_Penguin paid Little_Scottie rent of 1. Little_Scottie purchased MUSEUM from the Bank. ,0.0436,17,5,False,False,False,False,0.304,18,14,1,False,False,False,False,0.2228,19,16,7,False,False,False,False,0.4296,19
3,3,Little_Penguin,,,,,,,,,,,Little_Scottie,Little_T_REX,Little_T_REX,,Little_Scottie,Little_T_REX drew a chance card: FREE SPACE LIGHT BLUE. Little_T_REX's destination is BAKERY. Little_T_REX purchased BAKERY from the Bank. Little_Penguin paid Little_Scottie rent of 2. ,0.0476,18,4,False,False,False,False,0.2432,20,12,7,False,False,False,False,0.3396,17,18,12,False,False,False,False,0.3696,21
4,3,Little_Penguin,,,,Little_Scottie,,,,,,,Little_Scottie,Little_T_REX,Little_T_REX,,Little_Scottie,Little_Scottie purchased PET SHOP from the Bank. ,0.052,18,5,False,False,False,False,0.244,20,12,12,False,False,False,False,0.2608,17,15,17,False,False,False,False,0.4432,21
5,3,Little_Penguin,Little_Scottie,,,Little_Scottie,Little_Penguin,,,,,Little_T_REX,Little_Scottie,Little_T_REX,Little_T_REX,,Little_Scottie,Little_T_REX purchased LIBRARY from the Bank. Little_Penguin purchased TOY SHOP from the Bank. Little_Scottie purchased PARK LANE from the Bank. ,0.07575,16,8,False,False,False,False,0.2729,20,9,16,False,False,False,False,0.18675,17,10,22,False,False,False,False,0.4646,21
6,3,Little_Penguin,Little_Scottie,,,Little_Scottie,Little_Penguin,Little_T_REX,,,,Little_T_REX,Little_Scottie,Little_T_REX,Little_T_REX,,Little_Scottie,Little_T_REX purchased ROLLER COASTER from the Bank. Little_Penguin drew a chance card: Little Ducky. Little_Scottie paid Little_Penguin rent of 5. ,0.064,13,14,False,False,False,False,0.3884,20,14,21,False,False,False,False,0.232,22,5,23,False,False,False,False,0.3156,16
7,3,Little_Penguin,Little_Scottie,,,Little_Scottie,Little_Penguin,Little_T_REX,,,,Little_T_REX,Little_Scottie,Little_T_REX,Little_T_REX,,Little_Scottie,Little_T_REX went to jail by landing on a GO TO JAIL Space. ,0.0664,13,6,True,False,False,False,0.4564,20,16,0,False,False,False,False,0.2348,24,7,0,False,False,False,False,0.2424,18
8,3,Little_Penguin,Little_Scottie,,,Little_Scottie,Little_Penguin,Little_T_REX,,Little_T_REX,,Little_T_REX,Little_Scottie,Little_T_REX,Little_T_REX,,Little_Scottie,Little_T_REX purchased SWIMMING POOL from the Bank. Little_Penguin drew a chance card: GET 1 FROM EVERYONE. ,0.0648,10,11,False,False,False,False,0.468,19,16,3,False,False,False,False,0.212,24,7,6,False,False,False,False,0.2552,18
9,3,Little_Penguin,Little_Scottie,,,Little_Scottie,Little_Penguin,Little_T_REX,Little_Penguin,Little_T_REX,,Little_T_REX,Little_Scottie,Little_T_REX,Little_T_REX,,Little_Scottie,Little_Penguin drew a chance card: FREE SPACE RED. Little_Penguin's destination is FERRIS WHEEL. Little_Penguin purchased FERRIS WHEEL from the Bank. ,0.104,10,14,False,False,False,False,0.344,19,13,13,False,False,False,False,0.376,24,7,7,False,False,False,False,0.176,18
10,3,Little_Penguin,Little_Scottie,,,Little_Scottie,Little_Penguin,Little_T_REX,Little_Penguin,Little_T_REX,,Little_T_REX,Little_Scottie,Little_T_REX,Little_T_REX,,Little_Scottie,Little_T_REX drew a chance card: PAY 2 TO BANK. Little_Penguin paid Little_Scottie rent of 3. Little_Scottie paid Little_Penguin rent of 3. ,0.0836,8,15,False,False,False,False,0.2652,17,13,17,False,False,False,False,0.4136,24,7,13,False,False,False,False,0.2376,18
