,players,BOARDWALK_owner,PARK LANE_owner,THE ZOO_owner,AQUARIUM_owner,PET SHOP_owner,TOY SHOP_owner,ROLLER COASTER_owner,FERRIS WHEEL_owner,SWIMMING POOL_owner,GO-KARTS_owner,LIBRARY_owner,MUSEUM_owner,ICE CREAM PARLOUR_owner,BAKERY_owner,PIZZA HOUSE_owner,TACO TRUCK_owner,notes,draw_win%,Little_T_REX_cash,Little_T_REX_pos,Little_T_REX_in_jail,Little_T_REX_get_out_of_jail,Little_T_REX_chance_move,Little_T_REX_bankrupt,Little_T_REX_win%,Little_T_REX_power,Little_Penguin_cash,Little_Penguin_pos,Little_Penguin_in_jail,Little_Penguin_get_out_of_jail,Little_Penguin_chance_move,Little_Penguin_bankrupt,Little_Penguin_win%,Little_Penguin_power,Little_Scottie_cash,Little_Scottie_pos,Little_Scottie_in_jail,Little_Scottie_get_out_of_jail,Little_Scottie_chance_move,Little_Scottie_bankrupt,Little_Scottie_win%,Little_Scottie_power
0,3,,,,,,,,,,,,,,,,,Game start.,0.0448,18,0,False,False,False,False,0.4132,18,18,0,False,False,False,False,0.29,18,18,0,False,False,False,False,0.252,18
1,3,,,,,,,,,,,,,Little_Penguin,Little_Scottie,Little_T_REX,,Little_T_REX purchased PIZZA HOUSE from the Bank. Little_Penguin purchased ICE CREAM PARLOUR from the Bank. Little_Scottie purchased BAKERY from the Bank. ,0.04145,17,2,False,False,False,False,0.28815,18,17,5,False,False,False,False,0.4054,18,17,4,False,False,False,False,0.265,18
2,3,,,,,,,,,,Little_Penguin,,,Little_Penguin,Little_Scottie,Little_T_REX,,Little_Penguin purchased GO-KARTS from the Bank. Little_Scottie paid Little_Penguin rent of 2. ,0.034,17,6,False,False,False,False,0.2112,18,17,10,False,False,False,False,0.562,20,15,10,False,False,False,False,0.1928,16
3,3,,,,,,Little_Scottie,,Little_Penguin,,Little_Penguin,,,Little_Penguin,Little_Scottie,Little_T_REX,,Little_T_REX paid Little_Penguin rent of 2. Little_Penguin drew a chance card: FREE SPACE RED. Little_Penguin's destination is FERRIS WHEEL. Little_Penguin purchased FERRIS WHEEL from the Bank. Little_Scottie purchased TOY SHOP from the Bank. ,0.0468,15,10,False,False,False,False,0.0836,16,18,13,False,False,False,False,0.5624,24,12,16,False,False,False,False,0.3072,16
4,3,,,,Little_Penguin,Little_Scottie,Little_Scottie,,Little_Penguin,Little_T_REX,Little_Penguin,,,Little_Penguin,Little_Scottie,Little_T_REX,,Little_T_REX purchased SWIMMING POOL from the Bank. Little_Penguin purchased AQUARIUM from the Bank. Little_Scottie purchased PET SHOP from the Bank. ,0.0272,13,11,False,False,False,False,0.0148,16,14,19,False,False,False,False,0.6124,24,9,17,False,False,False,False,0.3456,16
5,3,,Little_Penguin,,Little_Penguin,Little_Scottie,Little_Scottie,,Little_Penguin,Little_T_REX,Little_Penguin,,,Little_Penguin,Little_Scottie,Little_T_REX,,Little_T_REX paid Little_Penguin rent of 3. Little_Penguin purchased PARK LANE from the Bank. Little_Scottie paid Little_Penguin rent of 4. ,0.0244,10,13,False,False,False,False,0.0096,13,16,22,False,False,False,False,0.828,31,5,19,False,False,False,False,0.138,12
6,3,,Little_Penguin,,Little_Penguin,Little_Scottie,Little_Scottie,,Little_Penguin,Little_T_REX,Little_Penguin,,,Little_Penguin,Little_Scottie,Little_T_REX,Little_Penguin,Little_T_REX paid Little_Penguin rent of 4. Little_Penguin purchased TACO TRUCK from the Bank. ,0.0236,6,19,False,False,False,False,0.0024,9,21,1,False,False,False,False,0.8876,37,7,0,False,False,False,False,0.0864,14
7,3,,Little_Penguin,Little_T_REX,Little_Penguin,Little_Scottie,Little_Scottie,,Little_Penguin,Little_T_REX,Little_Penguin,,,Little_Penguin,Little_Scottie,Little_T_REX,Little_Penguin,Little_T_REX purchased THE ZOO from the Bank. Little_Penguin paid Little_Scottie rent of 1. ,0.024,2,20,False,False,False,False,0.0064,9,20,4,False,False,False,False,0.8424,36,8,4,False,False,False,False,0.1272,15
8,3,,Little_Penguin,Little_T_REX,Little_Penguin,Little_Scottie,Little_Scottie,,Little_Penguin,Little_T_REX,Little_Penguin,,,Little_Penguin,Little_Scottie,Little_T_REX,Little_Penguin,Little_T_REX paid Little_Penguin rent of 1. Little_Scottie paid Little_Penguin rent of 1. ,0.0232,3,1,False,False,False,False,0.0056,10,22,10,False,False,False,False,0.8496,38,7,5,False,False,False,False,0.1216,14
9,3,,Little_Penguin,Little_T_REX,Little_Penguin,Little_Scottie,Little_Scottie,,Little_Penguin,Little_T_REX,Little_Penguin,,,Little_Penguin,Little_Scottie,Little_T_REX,Little_Penguin,Little_T_REX paid Little_Penguin rent of 1. Little_Penguin paid Little_T_REX rent of 2. Little_Scottie drew a chance card: GET 2 FROM BANK. ,0.0544,4,5,False,False,False,False,0.006,11,21,11,False,False,False,False,0.762,37,9,9,False,False,False,False,0.1776,16
10,3,,Little_Penguin,Little_T_REX,Little_Penguin,Little_Scottie,Little_Scottie,,Little_Penguin,Little_T_REX,Little_Penguin,,,Little_Penguin,Little_Scottie,Little_T_REX,Little_Penguin,Little_Scottie paid Little_Penguin rent of 3. ,0.0368,4,11,False,False,False,False,0.0056,11,24,13,False,False,False,False,0.8196,40,6,13,False,False,False,False,0.138,13
11,3,,Little_Penguin,Little_T_REX,Little_Penguin,Little_Scottie,Little_Scottie,,Little_Penguin,Little_Scottie,Little_Penguin,,,Little_Penguin,Little_Scottie,Little_Scottie,Little_Penguin,Little_T_REX paid Little_Scottie $4.$-2 remaining. Little_T_REX sold PIZZA HOUSE to Little_Scottie. Little_T_REX sold SWIMMING POOL to Little_Scottie. Little_Penguin paid Little_Scottie rent of 6. ,0.0724,1,16,False,False,False,False,,5,18,17,False,False,False,False,0.7148,34,15,17,False,False,False,False,0.2128,25
