,players,BOARDWALK_owner,PARK LANE_owner,THE ZOO_owner,AQUARIUM_owner,PET SHOP_owner,TOY SHOP_owner,ROLLER COASTER_owner,FERRIS WHEEL_owner,SWIMMING POOL_owner,GO-KARTS_owner,LIBRARY_owner,MUSEUM_owner,ICE CREAM PARLOUR_owner,BAKERY_owner,PIZZA HOUSE_owner,TACO TRUCK_owner,notes,draw_win%,Little_T_REX_cash,Little_T_REX_pos,Little_T_REX_in_jail,Little_T_REX_get_out_of_jail,Little_T_REX_chance_move,Little_T_REX_bankrupt,Little_T_REX_win%,Little_T_REX_power,Little_Penguin_cash,Little_Penguin_pos,Little_Penguin_in_jail,Little_Penguin_get_out_of_jail,Little_Penguin_chance_move,Little_Penguin_bankrupt,Little_Penguin_win%,Little_Penguin_power,Little_Scottie_cash,Little_Scottie_pos,Little_Scottie_in_jail,Little_Scottie_get_out_of_jail,Little_Scottie_chance_move,Little_Scottie_bankrupt,Little_Scottie_win%,Little_Scottie_power
0,3,,,,,,,,,,,,,,,,,Game start.,0.0448,18,0,False,False,False,False,0.4124,18,18,0,False,False,False,False,0.2904,18,18,0,False,False,False,False,0.2524,18
1,3,Little_Scottie,,,,,,,,,,,,Little_T_REX,,,,Little_T_REX purchased ICE CREAM PARLOUR from the Bank. Little_Penguin drew a chance card: Little Scottie. Little_Scottie purchased BOARDWALK from the Bank. ,0.0316,17,5,False,False,False,False,0.4624,18,18,3,False,False,False,False,0.2288,18,13,23,False,False,False,False,0.2772,18
2,3,Little_Scottie,,,,,,,,,,,,Little_T_REX,,,,Little_T_REX drew a chance card: GET OUT OF JAIL FREE. Little_Scottie drew a chance card: GET OUT OF JAIL FREE. ,0.0404,17,9,False,True,False,False,0.3704,18,18,6,False,False,False,False,0.2364,18,15,3,False,True,False,False,0.3528,20
3,3,Little_Scottie,,,,,,,Little_T_REX,Little_Penguin,,Little_Scottie,,Little_T_REX,,,,Little_T_REX purchased FERRIS WHEEL from the Bank. Little_Penguin purchased SWIMMING POOL from the Bank. Little_Scottie purchased LIBRARY from the Bank. ,0.0388,14,13,False,True,False,False,0.4428,18,16,11,False,False,False,False,0.202,18,13,8,False,True,False,False,0.3164,20
4,3,Little_Scottie,,,,,,,Little_T_REX,Little_Penguin,,Little_Scottie,,Little_T_REX,,,,Little_T_REX went to jail by landing on a GO TO JAIL Space. Little_Penguin paid Little_T_REX rent of 3. Little_Scottie paid Little_Penguin rent of 2. ,0.05,17,6,True,True,False,False,0.2944,21,15,13,False,False,False,False,0.24,17,11,11,False,True,False,False,0.4156,18
5,3,Little_Scottie,,,Little_Penguin,,,Little_Scottie,Little_T_REX,Little_Penguin,Little_T_REX,Little_Scottie,,Little_T_REX,,,,Little_T_REX used a GET_OUT_OF_JAIL_CARD card. Little_T_REX purchased GO-KARTS from the Bank. Little_Penguin purchased AQUARIUM from the Bank. Little_Scottie purchased ROLLER COASTER from the Bank. ,0.0544,15,10,False,False,False,False,0.248,21,11,19,False,False,False,False,0.2592,17,8,14,False,True,False,False,0.4384,18
6,3,Little_Scottie,,,Little_Penguin,,,Little_Scottie,Little_T_REX,Little_Penguin,Little_T_REX,Little_Scottie,,Little_T_REX,,,Little_Penguin,Little_Penguin purchased TACO TRUCK from the Bank. Little_Scottie went to jail by landing on a GO TO JAIL Space. ,0.0576,15,13,False,False,False,False,0.3408,21,12,1,False,False,False,False,0.2524,19,8,6,True,True,False,False,0.3492,18
7,3,Little_Scottie,,,Little_Penguin,,,Little_Scottie,Little_T_REX,Little_Penguin,Little_T_REX,Little_Scottie,Little_Scottie,Little_T_REX,Little_Penguin,,Little_Penguin,Little_T_REX paid Little_Scottie rent of 3. Little_Penguin purchased BAKERY from the Bank. Little_Scottie used a GET_OUT_OF_JAIL_CARD card. Little_Scottie purchased MUSEUM from the Bank. ,0.038,12,14,False,False,False,False,0.2036,18,11,4,False,False,False,False,0.1456,19,9,7,False,False,False,False,0.6128,21
8,3,Little_Scottie,,,Little_Penguin,Little_T_REX,,Little_Scottie,Little_T_REX,Little_Penguin,Little_T_REX,Little_Scottie,Little_Scottie,Little_T_REX,Little_Penguin,,Little_Penguin,Little_T_REX purchased PET SHOP from the Bank. Little_Penguin drew a chance card: MOVE FORWARD UP TO 5 SPACES. Little_Penguin paid Little_T_REX rent of 3. ,0.0584,12,17,False,False,False,False,0.2708,21,8,13,False,False,False,False,0.1484,16,9,12,False,False,False,False,0.5224,21
9,3,Little_Scottie,Little_T_REX,,Little_Penguin,Little_T_REX,,Little_Scottie,Little_T_REX,Little_Penguin,Little_T_REX,Little_Scottie,Little_Scottie,Little_T_REX,Little_Penguin,,Little_Penguin,Little_T_REX purchased PARK LANE from the Bank. Little_Penguin drew a chance card: GET OUT OF JAIL FREE. ,0.0564,7,22,False,False,False,False,0.3876,21,8,15,False,True,False,False,0.1676,16,9,14,False,False,False,False,0.3884,21
