,players,BOARDWALK_owner,PARK LANE_owner,THE ZOO_owner,AQUARIUM_owner,PET SHOP_owner,TOY SHOP_owner,ROLLER COASTER_owner,FERRIS WHEEL_owner,SWIMMING POOL_owner,GO-KARTS_owner,LIBRARY_owner,MUSEUM_owner,ICE CREAM PARLOUR_owner,BAKERY_owner,PIZZA HOUSE_owner,TACO TRUCK_owner,notes,draw_win%,Little_T_REX_cash,Little_T_REX_pos,Little_T_REX_in_jail,Little_T_REX_get_out_of_jail,Little_T_REX_chance_move,Little_T_REX_bankrupt,Little_T_REX_win%,Little_T_REX_power,Little_Penguin_cash,Little_Penguin_pos,Little_Penguin_in_jail,Little_Penguin_get_out_of_jail,Little_Penguin_chance_move,Little_Penguin_bankrupt,Little_Penguin_win%,Little_Penguin_power,Little_Scottie_cash,Little_Scottie_pos,Little_Scottie_in_jail,Little_Scottie_get_out_of_jail,Little_Scottie_chance_move,Little_Scottie_bankrupt,Little_Scottie_win%,Little_Scottie_power
0,3,,,,,,,,,,,,,,,,,Game start.,0.05,18,0,False,False,False,False,0.4008,18,18,0,False,False,False,False,0.2902,18,18,0,False,False,False,False,0.259,18
1,3,,,,,,,,,,,,,,,Little_Penguin,,Little_Penguin purchased PIZZA HOUSE from the Bank. ,0.0444,18,6,False,False,False,False,0.4288,18,17,2,False,False,False,False,0.2344,18,18,6,False,False,False,False,0.2924,18
2,3,,,,,,,,,Little_T_REX,,,,,,Little_Penguin,,Little_T_REX purchased SWIMMING POOL from the Bank. Little_Scottie paid Little_T_REX rent of 2. ,0.03645,18,11,False,False,False,False,0.5668,20,17,6,False,False,False,False,0.192,18,16,11,False,False,False,False,0.20475,16
3,3,,,,,,,Little_T_REX,,Little_T_REX,Little_Penguin,,,,,Little_Penguin,,Little_T_REX purchased ROLLER COASTER from the Bank. Little_Penguin purchased GO-KARTS from the Bank. ,0.0284,15,14,False,False,False,False,0.671,20,15,10,False,False,False,False,0.21315,18,16,12,False,False,False,False,0.08745,16
4,3,,,,Little_T_REX,,,Little_T_REX,Little_Penguin,Little_T_REX,Little_Penguin,,,,,Little_Penguin,,Little_T_REX purchased AQUARIUM from the Bank. Little_Penguin purchased FERRIS WHEEL from the Bank. Little_Scottie went to jail by landing on a GO TO JAIL Space. ,0.04305,11,19,False,False,False,False,0.675,20,12,13,False,False,False,False,0.2466,18,16,6,True,False,False,False,0.03535,16
5,3,,,,Little_T_REX,Little_Penguin,,Little_T_REX,Little_Penguin,Little_T_REX,Little_Penguin,,,,,Little_Penguin,,Little_T_REX drew a chance card: Little Ducky. Little_Penguin purchased PET SHOP from the Bank. Little_Scottie paid Little_Penguin rent of 2. ,0.0568,11,21,False,False,False,False,0.4548,20,11,17,False,False,False,False,0.4808,20,13,10,False,False,False,False,0.0076,13
6,3,Little_T_REX,,Little_Penguin,Little_T_REX,Little_Penguin,,Little_T_REX,Little_Penguin,Little_T_REX,Little_Penguin,,,,,Little_Penguin,,Little_T_REX purchased BOARDWALK from the Bank. Little_Penguin purchased THE ZOO from the Bank. ,0.0704,6,23,False,False,False,False,0.4336,20,7,20,False,False,False,False,0.494,20,13,12,False,False,False,False,0.002,13
7,3,Little_T_REX,,Little_Penguin,Little_T_REX,Little_Penguin,,Little_T_REX,Little_Penguin,Little_T_REX,Little_Penguin,,,,,Little_Penguin,Little_T_REX,Little_T_REX purchased TACO TRUCK from the Bank. Little_Penguin paid Little_T_REX rent of 1. Little_Scottie paid Little_Penguin rent of 3. ,0.0612,8,1,False,False,False,False,0.4576,23,11,1,False,False,False,False,0.4808,24,10,17,False,False,False,False,0.0004,10
8,3,Little_T_REX,Little_Scottie,Little_Penguin,Little_T_REX,Little_Penguin,,Little_T_REX,Little_Penguin,Little_T_REX,Little_Penguin,,,,,Little_Penguin,Little_T_REX,Little_Scottie purchased PARK LANE from the Bank. ,0.0816,8,6,False,False,False,False,0.3932,23,11,2,False,False,False,False,0.5236,24,5,22,False,False,False,False,0.0016,10
9,3,Little_T_REX,Little_Scottie,Little_Penguin,Little_T_REX,Little_Penguin,,Little_T_REX,Little_Penguin,Little_T_REX,Little_Penguin,,Little_Penguin,,Little_Scottie,Little_Penguin,Little_T_REX,Little_T_REX drew a chance card: ADVANCE TO GO. Little_Penguin purchased MUSEUM from the Bank. Little_Scottie purchased BAKERY from the Bank. ,0.0684,10,0,False,False,False,False,0.3,25,9,7,False,False,False,False,0.6316,24,6,4,False,False,False,False,,12
10,3,Little_T_REX,Little_Scottie,Little_Penguin,Little_T_REX,Little_Penguin,Little_Scottie,Little_T_REX,Little_Penguin,Little_T_REX,Little_Penguin,,Little_Penguin,Little_T_REX,Little_Scottie,Little_Penguin,Little_T_REX,Little_T_REX purchased ICE CREAM PARLOUR from the Bank. Little_Scottie drew a chance card: FREE SPACE BROWN YELLOW. Little_Scottie's destination is TOY SHOP. Little_Scottie purchased TOY SHOP from the Bank. ,0.1108,9,5,False,False,False,False,0.41,25,9,12,False,False,False,False,0.4672,24,3,16,False,False,False,False,0.012,12
11,3,Little_T_REX,Little_Scottie,Little_Penguin,Little_T_REX,Little_Penguin,Little_Scottie,Little_T_REX,Little_Penguin,Little_T_REX,Little_Penguin,Little_T_REX,Little_Penguin,Little_T_REX,Little_T_REX,Little_Penguin,Little_T_REX,Little_T_REX purchased LIBRARY from the Bank. Little_Scottie paid Little_T_REX $3.$-1 remaining. Little_Scottie sold BAKERY to Little_T_REX. ,0.104,10,8,False,False,False,False,0.592,29,9,17,False,False,False,False,0.304,24,0,19,False,False,False,False,,8
12,3,Little_T_REX,Little_T_REX,Little_Penguin,Little_T_REX,Little_Penguin,Little_T_REX,Little_T_REX,Little_Penguin,Little_T_REX,Little_Penguin,Little_T_REX,Little_Penguin,Little_T_REX,Little_T_REX,Little_Penguin,Little_T_REX,Little_Penguin paid Little_T_REX rent of 4. Little_Scottie paid Little_T_REX $0.$-5 remaining. Little_Scottie sold TOY SHOP to Little_T_REX. Little_Scottie sold PARK LANE to Little_T_REX. ,0.00125,11,12,False,False,False,False,0.98755,38,5,19,False,False,False,False,0.0112,20,3,23,False,False,False,False,,3
13,3,Little_T_REX,Little_T_REX,Little_Penguin,Little_T_REX,Little_Penguin,Little_T_REX,Little_T_REX,Little_Penguin,Little_T_REX,Little_T_REX,Little_T_REX,Little_T_REX,Little_T_REX,Little_T_REX,Little_T_REX,Little_T_REX,Little_T_REX drew a chance card: GET 2 FROM BANK. Little_Penguin paid Little_T_REX $5.$-5 remaining. Little_Penguin sold PIZZA HOUSE to Little_T_REX. Little_Penguin sold GO-KARTS to Little_T_REX. Little_Penguin sold MUSEUM to Little_T_REX. Little_Scottie paid Little_T_REX rent of 2. ,,20,15,False,False,False,False,1.0,52,0,22,False,False,False,False,,10,3,2,False,False,False,False,,3
14,3,Little_T_REX,Little_T_REX,Little_Penguin,Little_T_REX,Little_Penguin,Little_T_REX,Little_T_REX,Little_Penguin,Little_T_REX,Little_T_REX,Little_T_REX,Little_T_REX,Little_T_REX,Little_T_REX,Little_T_REX,Little_T_REX,Little_T_REX went to jail by landing on a GO TO JAIL Space. Little_Penguin drew a chance card: FREE SPACE LIGHT BLUE. Little_Penguin's destination is BAKERY. Little_Penguin paid Little_T_REX rent of 2. Little_Scottie drew a chance card: FREE SPACE ORANGE. Little_Scottie's destination is GO-KARTS. Little_Scottie paid Little_T_REX $3.$-1 remaining. Little_Scottie is bankrupt. ,,25,6,True,False,False,False,1.0,57,0,4,False,False,False,False,,10,-1,10,False,False,False,True,,-1
