,players,BOARDWALK_owner,PARK LANE_owner,THE ZOO_owner,AQUARIUM_owner,PET SHOP_owner,TOY SHOP_owner,ROLLER COASTER_owner,FERRIS WHEEL_owner,SWIMMING POOL_owner,GO-KARTS_owner,LIBRARY_owner,MUSEUM_owner,ICE CREAM PARLOUR_owner,BAKERY_owner,PIZZA HOUSE_owner,TACO TRUCK_owner,notes,draw_win%,Little_T_REX_cash,Little_T_REX_pos,Little_T_REX_in_jail,Little_T_REX_get_out_of_jail,Little_T_REX_chance_move,Little_T_REX_bankrupt,Little_T_REX_win%,Little_T_REX_power,Little_Penguin_cash,Little_Penguin_pos,Little_Penguin_in_jail,Little_Penguin_get_out_of_jail,Little_Penguin_chance_move,Little_Penguin_bankrupt,Little_Penguin_win%,Little_Penguin_power,Little_Scottie_cash,Little_Scottie_pos,Little_Scottie_in_jail,Little_Scottie_get_out_of_jail,Little_Scottie_chance_move,Little_Scottie_bankrupt,Little_Scottie_win%,Little_Scottie_power
0,3,,,,,,,,,,,,,,,,,Game start.,0.0448,18,0,False,False,False,False,0.4128,18,18,0,False,False,False,False,0.29,18,18,0,False,False,False,False,0.2524,18
1,3,,,,,,,,,,,,,Little_Penguin,,,Little_T_REX,Little_T_REX purchased TACO TRUCK from the Bank. Little_Penguin purchased ICE CREAM PARLOUR from the Bank. Little_Scottie paid Little_T_REX rent of 1. ,0.0368,18,1,False,False,False,False,0.3492,19,17,5,False,False,False,False,0.474,18,17,1,False,False,False,False,0.14,17
2,3,,,,,,,,,,,,Little_T_REX,Little_Penguin,,,Little_T_REX,Little_T_REX purchased MUSEUM from the Bank. Little_Penguin drew a chance card: MOVE FORWARD UP TO 5 SPACES. ,0.0444,16,7,False,False,False,False,0.5136,19,17,12,False,False,False,False,0.3132,18,17,6,False,False,False,False,0.1288,17
3,3,,,,,,,,,Little_T_REX,Little_Scottie,,Little_T_REX,Little_Penguin,,,Little_T_REX,Little_T_REX purchased SWIMMING POOL from the Bank. Little_Penguin drew a chance card: GET OUT OF JAIL FREE. Little_Scottie purchased GO-KARTS from the Bank. ,0.0456,14,11,False,False,False,False,0.568,19,17,15,False,True,False,False,0.208,18,15,10,False,False,False,False,0.1784,17
4,3,,,Little_Penguin,,,,Little_T_REX,,Little_T_REX,Little_Scottie,,Little_T_REX,Little_Penguin,,,Little_T_REX,Little_T_REX purchased ROLLER COASTER from the Bank. Little_Penguin purchased THE ZOO from the Bank. Little_Scottie paid Little_T_REX rent of 3. ,0.0368,14,14,False,False,False,False,0.6692,22,13,20,False,True,False,False,0.2256,18,12,14,False,False,False,False,0.0684,14
5,3,,Little_Penguin,Little_Penguin,,,Little_T_REX,Little_T_REX,,Little_T_REX,Little_Scottie,,Little_T_REX,Little_Penguin,,,Little_T_REX,Little_T_REX purchased TOY SHOP from the Bank. Little_Penguin purchased PARK LANE from the Bank. Little_Scottie went to jail by landing on a GO TO JAIL Space. ,0.022,11,16,False,False,False,False,0.6676,22,8,22,False,True,False,False,0.292,18,12,6,True,False,False,False,0.0184,14
6,3,,Little_Penguin,Little_Penguin,,,Little_T_REX,Little_T_REX,,Little_T_REX,Little_Scottie,,Little_T_REX,Little_Penguin,Little_Penguin,,Little_T_REX,Little_T_REX went to jail by landing on a GO TO JAIL Space. Little_Penguin purchased BAKERY from the Bank. Little_Scottie paid Little_T_REX rent of 2. ,0.0212,13,6,True,False,False,False,0.7356,24,9,4,False,True,False,False,0.228,20,9,7,False,False,False,False,0.0152,11
7,3,,Little_Penguin,Little_Penguin,,,Little_T_REX,Little_T_REX,,Little_T_REX,Little_Scottie,Little_Scottie,Little_T_REX,Little_Penguin,Little_Penguin,,Little_T_REX,Little_T_REX drew a chance card: GET OUT OF JAIL FREE. Little_Penguin paid Little_T_REX rent of 2. Little_Scottie purchased LIBRARY from the Bank. ,0.022,14,9,False,True,False,False,0.7456,25,7,7,False,True,False,False,0.2144,18,7,8,False,False,False,False,0.018,11
8,3,,Little_Penguin,Little_Penguin,,,Little_T_REX,Little_T_REX,Little_Penguin,Little_T_REX,Little_Scottie,Little_Scottie,Little_T_REX,Little_Penguin,Little_Penguin,,Little_T_REX,Little_T_REX paid Little_Scottie rent of 2. Little_Penguin purchased FERRIS WHEEL from the Bank. Little_Scottie drew a chance card: GET OUT OF JAIL FREE. ,0.0348,12,10,False,True,False,False,0.49,23,4,13,False,True,False,False,0.4664,18,9,9,False,True,False,False,0.0088,13
9,3,,Little_Penguin,Little_Penguin,,,Little_T_REX,Little_T_REX,Little_Penguin,Little_T_REX,Little_Scottie,Little_Scottie,Little_T_REX,Little_Penguin,Little_Penguin,,Little_T_REX,Little_T_REX paid Little_Penguin rent of 3. Little_Penguin drew a chance card: GET OUT OF JAIL FREE. Little_Scottie paid Little_Penguin rent of 3. ,0.0296,9,13,False,True,False,False,0.4268,20,10,15,False,True,False,False,0.5384,24,6,13,False,True,False,False,0.0052,10
