,players,BOARDWALK_owner,PARK LANE_owner,THE ZOO_owner,AQUARIUM_owner,PET SHOP_owner,TOY SHOP_owner,ROLLER COASTER_owner,FERRIS WHEEL_owner,SWIMMING POOL_owner,GO-KARTS_owner,LIBRARY_owner,MUSEUM_owner,ICE CREAM PARLOUR_owner,BAKERY_owner,PIZZA HOUSE_owner,TACO TRUCK_owner,notes,draw_win%,Little_T_REX_cash,Little_T_REX_pos,Little_T_REX_in_jail,Little_T_REX_get_out_of_jail,Little_T_REX_chance_move,Little_T_REX_bankrupt,Little_T_REX_win%,Little_T_REX_power,Little_Penguin_cash,Little_Penguin_pos,Little_Penguin_in_jail,Little_Penguin_get_out_of_jail,Little_Penguin_chance_move,Little_Penguin_bankrupt,Little_Penguin_win%,Little_Penguin_power,Little_Scottie_cash,Little_Scottie_pos,Little_Scottie_in_jail,Little_Scottie_get_out_of_jail,Little_Scottie_chance_move,Little_Scottie_bankrupt,Little_Scottie_win%,Little_Scottie_power
0,3,,,,,,,,,,,,,,,,,Game start.,0.0449,18,0,False,False,False,False,0.41215,18,18,0,False,False,False,False,0.29085,18,18,0,False,False,False,False,0.2521,18
1,3,,,,,,,,,,,,,,,,Little_T_REX,Little_T_REX purchased TACO TRUCK from the Bank. ,0.0484,17,1,False,False,False,False,0.2732,18,18,6,False,False,False,False,0.3812,18,18,6,False,False,False,False,0.2972,18
2,3,,,,,,,,,Little_Penguin,,,,,Little_T_REX,,Little_T_REX,Little_T_REX purchased BAKERY from the Bank. Little_Penguin purchased SWIMMING POOL from the Bank. Little_Scottie paid Little_Penguin rent of 2. ,0.0432,16,4,False,False,False,False,0.238,18,18,11,False,False,False,False,0.53,20,16,11,False,False,False,False,0.1888,16
3,3,,,,,,,,Little_Penguin,Little_Penguin,,,,,Little_T_REX,,Little_T_REX,Little_T_REX drew a chance card: GET OUT OF JAIL FREE. Little_Penguin purchased FERRIS WHEEL from the Bank. Little_Scottie paid Little_Penguin rent of 3. ,0.0368,16,9,False,True,False,False,0.1892,18,18,13,False,False,False,False,0.7028,23,13,13,False,False,False,False,0.0712,13
4,3,,,,,,,Little_Penguin,Little_Penguin,Little_Penguin,,,,,Little_T_REX,,Little_T_REX,Little_Penguin purchased ROLLER COASTER from the Bank. Little_Scottie went to jail by landing on a GO TO JAIL Space. ,0.0124,16,12,False,True,False,False,0.0868,18,15,14,False,False,False,False,0.888,23,13,6,True,False,False,False,0.0128,13
5,3,Little_Penguin,,,,,,Little_Penguin,Little_Penguin,Little_Penguin,Little_Scottie,,,,Little_T_REX,,Little_T_REX,Little_T_REX drew a chance card: Little Penguin. Little_Penguin purchased BOARDWALK from the Bank. Little_Scottie purchased GO-KARTS from the Bank. ,0.0128,16,15,False,True,False,False,0.0752,18,10,23,False,False,False,False,0.8896,23,10,10,False,False,False,False,0.0224,12
6,3,Little_Penguin,,,,,,Little_Penguin,Little_Penguin,Little_Penguin,Little_Scottie,,,,Little_T_REX,Little_Penguin,Little_T_REX,Little_T_REX drew a chance card: GET OUT OF JAIL FREE. Little_Penguin purchased PIZZA HOUSE from the Bank. ,0.004,16,21,False,True,False,False,0.0212,18,11,2,False,False,False,False,0.948,25,10,12,False,False,False,False,0.0268,12
7,3,Little_Penguin,,,,,,Little_Penguin,Little_Penguin,Little_Penguin,Little_Scottie,Little_Penguin,,,Little_T_REX,Little_Penguin,Little_T_REX,Little_T_REX paid Little_Penguin rent of 1. Little_Penguin purchased LIBRARY from the Bank. Little_Scottie paid Little_Penguin rent of 6. ,0.0072,17,2,False,True,False,False,0.0052,19,16,8,False,False,False,False,0.9844,32,4,14,False,False,False,False,0.0032,6
8,3,Little_Penguin,,,Little_Scottie,,,Little_Penguin,Little_Penguin,Little_Penguin,Little_Scottie,Little_Penguin,,Little_T_REX,Little_T_REX,Little_Penguin,Little_T_REX,Little_T_REX purchased ICE CREAM PARLOUR from the Bank. Little_Scottie purchased AQUARIUM from the Bank. ,0.0036,16,5,False,True,False,False,0.0092,19,16,11,False,False,False,False,0.9856,32,0,19,False,False,False,False,0.0016,6
9,3,Little_Penguin,,,Little_Scottie,,,Little_Penguin,Little_Penguin,Little_Penguin,Little_Scottie,Little_Penguin,,Little_T_REX,Little_T_REX,Little_Penguin,Little_T_REX,Little_T_REX paid Little_Scottie rent of 2. Little_Scottie drew a chance card: GET OUT OF JAIL FREE. ,0.0028,14,10,False,True,False,False,0.0172,17,16,14,False,False,False,False,0.976,32,2,21,False,True,False,False,0.004,8
